,number,id,link,title,address,price
1072,13,210760409,https://www.moyareklama.by/single/ad/210760409,"
2-ком. квартира 31,4 м², 2/2 эт.
            
","Советский р-н, пер. 2-й Островского, д. 21","
40 000 р. 1 273,89  р./м²
"
1073,14,210760120,https://www.moyareklama.by/single/ad/210760120,"
3-ком. квартира 55,5 м², 2/2 эт.
            
","Советский р-н, ул. Кропоткина, д. 14 (Никольская церковь)","
72 800 р. 1 311,71  р./м²
"
1074,15,209767966,https://www.moyareklama.by/single/ad/209767966,"
2-ком. квартира 45 м², 2/2 эт.
            
","Советский р-н, ул. Барыкина, д. 139","
1 р. 0,02  р./м²
"
1075,16,209549367,https://www.moyareklama.by/single/ad/209549367,"
1-ком. квартира 37,2 м², 2/9 эт.
            
","Железнодорожный р-н, ул. Ново-Полесская, д. 40 (ул. Полесская)","
68 600 р. 1 843,10  р./м²
"
1076,17,210520682,https://www.moyareklama.by/single/ad/210520682,"
1-ком. квартира 30 м², 3/5 эт.
            
","Железнодорожный р-н, ул. Ветковская, д. 1","
58 000 р. 1 933,33  р./м²
"
1077,18,210516015,https://www.moyareklama.by/single/ad/210516015,"
1-ком. квартира 30 м², 5/5 эт.
            
","Железнодорожный р-н, пр-т Победы, д. 20","
68 000 р. 2 266,67  р./м²
"
1078,19,210508234,https://www.moyareklama.by/single/ad/210508234,"
1-ком. квартира 31 м², 4/5 эт.
            
","Железнодорожный р-н, ул. Комсомольская, д. 15 (БелГУТ)","
68 000 р. 2 193,55  р./м²
"
1079,20,210672322,https://www.moyareklama.by/single/ad/210672322,"
1-ком. квартира 39,4 м², 1/9 эт.
            
","Новобелицкий р-н, ул. Ильича, д. 186а","
71 095 р. 1 804,44  р./м²
"
1080,1,210661735,https://www.moyareklama.by/single/ad/210661735,"
3-ком. квартира 56,7 м², 1/5 эт.
            
","Железнодорожный р-н, пр-т Космонавтов, д. 23","
67 480 р. 1 189,49  р./м²
"
1081,2,210625265,https://www.moyareklama.by/single/ad/210625265,"
4-ком. квартира 80,9 м², 3/9 эт.
            
","Железнодорожный р-н, ул. Чапаева, д. 16","
144 360 р. 1 784,87  р./м²
"
1082,3,210753103,https://www.moyareklama.by/single/ad/210753103,"
2-ком. квартира 59,6 м², 5/9 эт.
            
","Центральный район, ул. Мазурова, д. 59","
125 637,20 р. 2 108,01  р./м²
"
1083,4,210752251,https://www.moyareklama.by/single/ad/210752251,"
2-ком. квартира 61,6 м², 8/10 эт.
            
","Центральный район, ул. Тельмана, д. 3","
165 502,85 р. 2 686,73  р./м²
"
1084,5,210757047,https://www.moyareklama.by/single/ad/210757047,"
3-ком. квартира 63,4 м², 4/9 эт.
            
","Центральный район, ул. Макаенка, д. 13","
144 966 р. 2 285,81  р./м²
"
1085,6,210747223,https://www.moyareklama.by/single/ad/210747223,"
3-ком. квартира 78,3 м², 2/10 эт.
            
","Речицкий район, г. Речица, ул. Ивановская, д. 60","
99 060,10 р. 1 265,14  р./м²
"
1086,7,210749791,https://www.moyareklama.by/single/ad/210749791,"
2-ком. квартира 37,2 м², 2/3 эт.
            
","Центральный район, ул. Интернациональная, д. 9","
54 362,25 р. 1 461,35  р./м²
"
1087,8,210746285,https://www.moyareklama.by/single/ad/210746285,"
1-ком. квартира 36,9 м², 9/9 эт.
            
","Центральный район, ул. Бородина, д. 8","
84 563,50 р. 2 291,69  р./м²
"
1088,9,210747224,https://www.moyareklama.by/single/ad/210747224,"
4-ком. квартира 86,8 м², 1/9 эт.
            
","Железнодорожный район, ул. Сухого, д. 18","
86 979,60 р. 1 002,07  р./м²
"
1089,10,210744231,https://www.moyareklama.by/single/ad/210744231,"
3-ком. квартира 57,6 м², 1/3 эт.
            
","г. Речица, ул. Советская, д. 40","
44 697,85 р. 776  р./м²
"
1090,11,210746286,https://www.moyareklama.by/single/ad/210746286,"
3-ком. квартира 66,3 м², 1/2 эт.
            
","Гомельский район, г. Костюковка, ул. Независимости, д. 5","
95 677,56 р. 1 443,75  р./м²
"
1091,12,210742630,https://www.moyareklama.by/single/ad/210742630,"
3-ком. квартира 46,4 м², 1/1 эт.
            
","Лоевский район, г. Лоев, ул. Синякова, д. 36","
25 369,05 р. 546,75  р./м²
"
1092,13,210731608,https://www.moyareklama.by/single/ad/210731608,"
2-ком. квартира 46 м², 1/5 эт.
            
","Советский район, ул. Чкалова, д. 53","
53 879,03 р. 1 172,30  р./м²
"
1093,14,210725087,https://www.moyareklama.by/single/ad/210725087,"
2-ком. квартира 56 м², 1/9 эт.
            
","Железнодорожный район, ул. Малайчука, д. 23","
82 147,40 р. 1 466,92  р./м²
"
1094,15,210723458,https://www.moyareklama.by/single/ad/210723458,"
3-ком. квартира 63,9 м², 2/9 эт.
            
","Центральный район, ул. Кожара, д. 1","
84 563,50 р. 1 323,37  р./м²
"
1095,16,210719166,https://www.moyareklama.by/single/ad/210719166,"
4-ком. квартира 82,1 м², 8/9 эт.
            
","Речицкий район, г. Речица, ул. Советская, д. 87 (Амфитеатр)","
108 724,50 р. 1 324,29  р./м²
"
1096,17,210716496,https://www.moyareklama.by/single/ad/210716496,"
1-ком. квартира 41,9 м², 1/9 эт.
            
","Речицкий район, г. Речица, ул. Строителей, д. 12","
35 033,45 р. 836,12  р./м²
"
1097,18,210719550,https://www.moyareklama.by/single/ad/210719550,"
2-ком. квартира 52,1 м², 8/9 эт.
            
","Речицкий район, г. Речица, ул. Нефтяников, д. 96","
57 986,40 р. 1 112,98  р./м²
"
1098,19,210719158,https://www.moyareklama.by/single/ad/210719158,"
3-ком. квартира 68,2 м², 1/3 эт.
            
","Петриковский район, г. Петриков, ул. Люксембург Розы, д. 14","
86 737,99 р. 1 271,82  р./м²
"
1099,20,210689623,https://www.moyareklama.by/single/ad/210689623,"
1-ком. квартира 29 м², 3/5 эт.
            
","Речицкий район, г. Речица, ул. Центральная, д. 2","
37 449,55 р. 1 291,36  р./м²
"
1100,1,210680846,https://www.moyareklama.by/single/ad/210680846,"
3-ком. квартира 56,7 м², 1/2 эт.
            
","Речицкий район, г. Май, ул. Советская, д. 79","
16 912,70 р. 298,28  р./м²
"
1101,2,210669175,https://www.moyareklama.by/single/ad/210669175,"
1-ком. квартира 39 м², 5/9 эт.
            
","Центральный район, ул. Мазурова, д. 28","
74 899,10 р. 1 920,49  р./м²
"
1102,3,210663328,https://www.moyareklama.by/single/ad/210663328,"
2-ком. квартира 45,4 м², 5/9 эт.
            
","Советский район, ул. Быховская, д. 95","
68 858,85 р. 1 516,38  р./м²
"
1103,4,210652137,https://www.moyareklama.by/single/ad/210652137,"
4-ком. квартира 81 м², 3/9 эт.
            
","Железнодорожный район, ул. 50 лет заводу Гомсельмаш, д. 12","
126 845,25 р. 1 565,99  р./м²
"
1104,5,210649721,https://www.moyareklama.by/single/ad/210649721,"
1-ком. квартира 41,9 м², 3/5 эт.
            
","г. Ельск, ул. Полевая, д. 55","
31 409,30 р. 749,63  р./м²
"
1105,6,210647432,https://www.moyareklama.by/single/ad/210647432,"
1-ком. квартира 35,9 м², 3/5 эт.
            
","Петриковский район, г. Петриков, ул. Карла Маркса, д. 10","
61 610,55 р. 1 716,17  р./м²
"
1106,7,210634650,https://www.moyareklama.by/single/ad/210634650,"
2-ком. квартира 60,8 м², 7/7 эт.
            
","Центральный район, ул. Газеты ""Гомельская правда"", д. 28","
125 637,20 р. 2 066,40  р./м²
"
1107,8,210631232,https://www.moyareklama.by/single/ad/210631232,"
3-ком. квартира 61,8 м², 2/2 эт.
            
","Рогачевский р-н, аг. Довск, пер. Гомельский, д. 1","
21 503,29 р. 347,95  р./м²
"
1108,9,210615854,https://www.moyareklama.by/single/ad/210615854,"
3-ком. квартира 62 м², 3/5 эт.
            
","Петриковский район, г. Петриков, ул. Гоголя, д. 7 (Автовокзал)","
70 066,90 р. 1 130,11  р./м²
"
1109,10,210613022,https://www.moyareklama.by/single/ad/210613022,"
3-ком. квартира 71,8 м², 3/10 эт.
            
","Советский район, ул. Барыкина, д. 100 (к-р Октябрь)","
103 892,30 р. 1 446,97  р./м²
"
1110,11,210612471,https://www.moyareklama.by/single/ad/210612471,"
3-ком. квартира 66,3 м², 9/9 эт.
            
","Речицкий район, г. Речица, ул. Строителей, д. 28 (Гамма плюс, Грин, Евроторг)","
70 066,90 р. 1 056,82  р./м²
"
1111,12,210602748,https://www.moyareklama.by/single/ad/210602748,"
2-ком. квартира 38,9 м², 4/4 эт.
            
","Речицкий район, гп Заречье, ул. Спортивная, д. 5 (Речицкий р-н)","
10 872,45 р. 279,50  р./м²
"
1112,13,210575190,https://www.moyareklama.by/single/ad/210575190,"
4-ком. квартира 122,9 м², 2/2 эт.
            
","Гомельский район, аг. Ерёмино, ул. Коммунистическая, д. 1 (Ерёминский с/с)","
120 805 р. 982,95  р./м²
"
1113,14,210537128,https://www.moyareklama.by/single/ad/210537128,"
3-ком. квартира 59,6 м², 5/5 эт.
            
","Рогачевский район, пос. Приднепровский, д. 2 (Зборовский с/с)","
31 409,30 р. 527  р./м²
"
1114,15,210533857,https://www.moyareklama.by/single/ad/210533857,"
2-ком. квартира 49,8 м², 3/5 эт.
            
","Речицкий район, г. Речица, ул. Снежкова, д. 34 (магазин Зручны)","
42 281,75 р. 849,03  р./м²
"
1115,16,210524062,https://www.moyareklama.by/single/ad/210524062,"
2-ком. квартира 67,2 м², 4/5 эт.
            
","Буда-Кошелевский район, г. Буда-Кошелево, мкр Восточный, д. 4А","
67 650,80 р. 1 006,71  р./м²
"
1116,17,210500335,https://www.moyareklama.by/single/ad/210500335,"
3-ком. квартира 86,5 м², 1/3 эт.
            
","Гомельский район, пос. Зябровка, ул. Центральная, д. 195 (Дом культуры)","
43 489,80 р. 502,77  р./м²
"
1117,18,210488497,https://www.moyareklama.by/single/ad/210488497,"
3-ком. квартира 69,4 м², 1/2 эт.
            
","Добрушский район, аг. Жгунь, ул. Школьная, д. 24 (Центр агрогородка)","
41 073,70 р. 591,84  р./м²
"
1118,19,210470330,https://www.moyareklama.by/single/ad/210470330,"
2-ком. квартира 85,2 м², 1/1 эт.
            
","Гомельский район, аг. Красное, ул. Ленина, д. 15","
72 241,39 р. 847,90  р./м²
"
1119,20,210445721,https://www.moyareklama.by/single/ad/210445721,"
4-ком. квартира 82 м², 1/9 эт.
            
","Советский район, ул. Барыкина, д. 206 (Сейсмотехника)","
86 979,60 р. 1 060,73  р./м²
"
1120,1,210437439,https://www.moyareklama.by/single/ad/210437439,"
3-ком. квартира 53,4 м², 4/5 эт.
            
","Гомельский район, пос. Зябровка, ул. Центральная, д. 244 (Прибытковский с/с)","
41 073,70 р. 769,17  р./м²
"
1121,2,210430031,https://www.moyareklama.by/single/ad/210430031,"
2-ком. квартира 43,5 м², 5/5 эт.
            
","Железнодорожный район, ул. Первомайская, д. 11 (Костюковка)","
48 080,39 р. 1 105,30  р./м²
"
1122,3,210403262,https://www.moyareklama.by/single/ad/210403262,"
2-ком. квартира 46,9 м², 2/5 эт.
            
","Новобелицкий район, ул. Димитрова, д. 7","
60 160,89 р. 1 282,75  р./м²
"
1123,4,210319749,https://www.moyareklama.by/single/ad/210319749,"
3-ком. квартира 112,7 м², 2/5 эт.
            
","Центральный район, ул. Крестьянская, д. 11","
289 932 р. 2 572,60  р./м²
"
1124,5,210311932,https://www.moyareklama.by/single/ad/210311932,"
2-ком. квартира 47 м², 5/5 эт.
            
","Гомельский район, аг. Урицкое, ул. Молодежная, д. 5","
47 113,95 р. 1 002,42  р./м²
"
1125,6,210295967,https://www.moyareklama.by/single/ad/210295967,"
3-ком. квартира 64,5 м², 5/9 эт.
            
","Советский район, ул. 70 лет БССР, д. 17","
89 395,70 р. 1 385,98  р./м²
"
1126,7,210263181,https://www.moyareklama.by/single/ad/210263181,"
4-ком. квартира 61,6 м², 1/1 эт.
            
","Советский район, ул. Ярославская (остановка Никольская церковь)","
26 577,10 р. 431,45  р./м²
"
1127,8,209739730,https://www.moyareklama.by/single/ad/209739730,"
5-ком. квартира 108 м², 1/2 эт.
            
","Новобелицкий район, ул. Добрушская, д. 33","
67 650,80 р. 626,40  р./м²
"
1128,9,209599724,https://www.moyareklama.by/single/ad/209599724,"
3-ком. квартира 70,8 м², 8/9 эт.
            
","Речицкий район, г. Речица, ул. Строителей, д. 12 (Школа №11)","
72 483 р. 1 023,77  р./м²
"
1129,10,209466167,https://www.moyareklama.by/single/ad/209466167,"
2-ком. квартира 57,1 м², 1/5 эт.
            
","г. Чечерск, ул. Крестьянская, д. 8","
37 449,55 р. 655,86  р./м²
"
1130,11,209398844,https://www.moyareklama.by/single/ad/209398844,"
2-ком. квартира 48,5 м², 1/5 эт.
            
","Железнодорожный район, ул. Ветковская, д. 6","
74 657,49 р. 1 539,33  р./м²
"
1131,12,209398932,https://www.moyareklama.by/single/ad/209398932,"
3-ком. квартира 62 м², 3/5 эт.
            
","Рогачевский р-н, пос. Приднепровский, ул. Зеленая, д. 1 (с/н Приднепровский)","
38 657,60 р. 623,31  р./м²
"
1132,13,210720008,https://www.moyareklama.by/single/ad/210720008,"
3-ком. квартира 91,5 м², 6/9 эт.
            
","Железнодорожный район, ул. Советская, д. 97","
205 368,50 р. 2 244,46  р./м²
"
1133,14,207522701,https://www.moyareklama.by/single/ad/207522701,"
2-ком. квартира 44,2 м², 1/3 эт.
            
","Центральный р-н, ул. Катунина, д. 1а (район ""Коминтерна"")","
195 000 р. 4 411,76  р./м²
"
1134,15,210627754,https://www.moyareklama.by/single/ad/210627754,"
2-ком. квартира 76,1 м², 2/10 эт.
            
","Центральный р-н, ул. Тельмана, д. 19","
168 640 р. 2 216,03  р./м²
"
1135,16,210759176,https://www.moyareklama.by/single/ad/210759176,"
1-ком. квартира 30,5 м², 4/5 эт.
            
","Центральный р-н, ул. Портовая, д. 8А","
"
1136,17,210694249,https://www.moyareklama.by/single/ad/210694249,"
2-ком. квартира 43,5 м², 3/5 эт.
            
","Центральный р-н, пр-т Победы, д. 17","
111 720 р. 2 568,28  р./м²
"
1137,18,210742666,https://www.moyareklama.by/single/ad/210742666,"
2-ком. квартира 46,6 м², 4/10 эт.
            
","Центральный р-н, ул. Головацкого, д. 107","
89 000 р. 1 909,87  р./м²
"
1138,19,210757557,https://www.moyareklama.by/single/ad/210757557,"
1-ком. квартира 46 м², 8/9 эт.
            
","Центральный р-н, ул. Артиллерийская, д. 4 (8 Марта)","
110 000 р. 2 391,30  р./м²
"
1139,20,209633340,https://www.moyareklama.by/single/ad/209633340,"
3-ком. квартира 63,9 м², 9/10 эт.
            
","Советский р-н, ул. Талалихина, д. 1 (ост. ""Торговое Оборудование, СанТеп"")","
113 200 р. 1 772,35  р./м²
"
1140,1,210758326,https://www.moyareklama.by/single/ad/210758326,"
3-ком. квартира 76 м², 4/5 эт.
            
","Новобелицкий р-н, ул. Ильича, д. 30","
128 117 р. 1 685,75  р./м²
"
1141,2,210755388,https://www.moyareklama.by/single/ad/210755388,"
1-ком. квартира 31,1 м², 3/5 эт.
            
","Центральный р-н, ул. Советская, д. 54","
"
1142,3,210715640,https://www.moyareklama.by/single/ad/210715640,"
1-ком. квартира 35,3 м², 11/12 эт.
            
","Советский р-н, ул. Мележа, д. 4","
"
1143,4,210658358,https://www.moyareklama.by/single/ad/210658358,"
1-ком. квартира 31 м², 1/5 эт.
            
","Новобелицкий р-н, ул. Димитрова, д. 61","
"
1144,5,210706497,https://www.moyareklama.by/single/ad/210706497,"
4-ком. квартира 77,3 м², 5/9 эт.
            
","Центральный р-н, ул. Головацкого, д. 128","
"
1145,6,210737070,https://www.moyareklama.by/single/ad/210737070,"
2-ком. квартира 53,1 м², 4/9 эт.
            
","Советский р-н, ул. Г.Денисенко, д. 66 (""59-й микрорайон"")","
"
1146,7,210540047,https://www.moyareklama.by/single/ad/210540047,"
3-ком. квартира 55 м², 4/4 эт.
            
","Железнодорожный р-н, ул. Басенкова, д. 2","
"
1147,8,210605154,https://www.moyareklama.by/single/ad/210605154,"
1-ком. квартира 29,2 м², 4/9 эт.
            
","Советский р-н, ул. 60 лет СССР, д. 15 (микрорайон Любенский)","
"
1148,9,210755739,https://www.moyareklama.by/single/ad/210755739,"
2-ком. квартира 58,4 м², 1/10 эт.
            
","Центральный р-н, ул. Чкалова","
140 250 р. 2 401,54  р./м²
"
1149,10,210693054,https://www.moyareklama.by/single/ad/210693054,"
3-ком. квартира 78,5 м², 4/9 эт.
            
","Центральный р-н, ул. Советская, д. 97/2","
248 000 р. 3 159,24  р./м²
"
1150,11,210702156,https://www.moyareklama.by/single/ad/210702156,"
4-ком. квартира 73,7 м², 8/9 эт.
            
","Советский р-н, ул. З.Космодемьянской","
94 190 р. 1 278,89  р./м²
"
1151,12,210719761,https://www.moyareklama.by/single/ad/210719761,"
4-ком. квартира 80,2 м², 1/9 эт.
            
","Советский р-н, пр-т Речицкий, д. 73к.1","
134 160 р. 1 673,24  р./м²
"
1152,13,210679562,https://www.moyareklama.by/single/ad/210679562,"
2-ком. квартира 56 м², 1/5 эт.
            
","Центральный р-н, ул. Ветковская, д. 2","
151 204 р. 2 700,07  р./м²
"
1153,14,210710621,https://www.moyareklama.by/single/ad/210710621,"
2-ком. квартира 50,1 м², 1/4 эт.
            
","Центральный р-н, ул. Кирова, д. 44","
88 000 р. 1 756,49  р./м²
"
1154,15,210650474,https://www.moyareklama.by/single/ad/210650474,"
3-ком. квартира 56,2 м², 5/5 эт.
            
","Советский р-н, ул. Павлова, д. 7","
68 200 р. 1 213,52  р./м²
"
1155,16,210691138,https://www.moyareklama.by/single/ad/210691138,"
1-ком. квартира 20,2 м², 5/9 эт.
            
","Советский р-н, ул. Минская, д. 32","
35 757 р. 1 770,15  р./м²
"
1156,17,210703964,https://www.moyareklama.by/single/ad/210703964,"
2-ком. квартира 57,9 м², 1/4 эт.
            
","Центральный р-н, ул. Красноармейская, д. 3","
174 915 р. 3 020,98  р./м²
"
1157,18,210653684,https://www.moyareklama.by/single/ad/210653684,"
2-ком. квартира 54,6 м², 5/5 эт.
            
","Гомельский р-н, аг. Урицкое, б-р Школьный, д. 1","
66 062 р. 1 209,93  р./м²
"
1158,19,210517711,https://www.moyareklama.by/single/ad/210517711,"
1-ком. квартира 36,9 м², 5/9 эт.
            
","Железнодорожный р-н, ул. Телегина, д. 21","
65 268 р. 1 768,78  р./м²
"
1159,20,210561775,https://www.moyareklama.by/single/ad/210561775,"
3-ком. квартира 55,8 м², 1/2 эт.
            
","Центральный р-н, ул. Гагарина, д. 42","
255 432 р. 4 577,63  р./м²
"
1160,1,210467852,https://www.moyareklama.by/single/ad/210467852,"
3-ком. квартира 57,9 м², 4/5 эт.
            
","Центральный р-н, пр-т Победы, д. 25Б","
176 106 р. 3 041,55  р./м²
"
1161,2,210399346,https://www.moyareklama.by/single/ad/210399346,"
3-ком. квартира 65 м², 8/10 эт.
            
","Советский р-н, пр-т Речицкий, д. 132 (магазин ""Гиппо"")","
195 000 р. 3 000  р./м²
"
1162,3,210687596,https://www.moyareklama.by/single/ad/210687596,"
4-ком. квартира 81,5 м², 9/9 эт.
            
","Советский р-н, ул. Братьев Лизюковых, д. 28","
"
1163,4,210756361,https://www.moyareklama.by/single/ad/210756361,"
3-ком. квартира 53,6 м², 3/5 эт.
            
","Мозырский р-н, г. Мозырь, ул. Советская, д. 114","
72 800 р. 1 358,21  р./м²
"
1164,5,210069767,https://www.moyareklama.by/single/ad/210069767,"
1-ком. квартира 35,3 м², 1/5 эт.
            
","Гомельский р-н, д. Урицкое, мкр Энергетиков, д. 33","
48 535 р. 1 374,93  р./м²
"
1165,6,210452001,https://www.moyareklama.by/single/ad/210452001,"
2-ком. квартира 53 м², 3/3 эт.
            
","г. Буда-Кошелево, ул. Лавриновича","
30 828 р. 581,66  р./м²
"
1166,7,210604921,https://www.moyareklama.by/single/ad/210604921,"
3-ком. квартира 66,2 м², 7/9 эт.
            
","Центральный р-н, ул. Головацкого (ост. ""Головацкого"")","
140 000 р. 2 114,80  р./м²
"
1167,8,210188041,https://www.moyareklama.by/single/ad/210188041,"
1-ком. квартира 42,3 м², 1/9 эт.
            
","Центральный р-н, ул. Чечерская","
79 650 р. 1 882,98  р./м²
"
1168,9,210656473,https://www.moyareklama.by/single/ad/210656473,"
5-ком. квартира 101,1 м², 2/2 эт.
            
","Мозырский р-н, аг. Криничный, ул. Рокицкого, д. 12 (Сельский клуб)","
72 520 р. 717,31  р./м²
"
1169,10,210552823,https://www.moyareklama.by/single/ad/210552823,"
3-ком. квартира 65,2 м², 6/9 эт.
            
","г. Мозырь, ул. Ульяновская, д. 23 (Музыкальное училище, ТЦ ""Глобал Маркет"")","
63 750 р. 977,76  р./м²
"
1170,11,210673372,https://www.moyareklama.by/single/ad/210673372,"
4-ком. квартира 90,3 м², 2/2 эт.
            
","Центральный р-н, ул. Книжная, д. 17Б","
98 040 р. 1 085,95  р./м²
"
1171,12,210747455,https://www.moyareklama.by/single/ad/210747455,"
3-ком. квартира 65,8 м², 5/5 эт.
            
","Советский р-н, ул. Черноморская, д. 5А (школа № 22)","
81 280 р. 1 234,70  р./м²
"
1172,13,210753285,https://www.moyareklama.by/single/ad/210753285,"
3-ком. квартира 64 м², 7/9 эт.
            
","Советский р-н, ул. 60 лет СССР, д. 11","
92 000 р. 1 437,50  р./м²
"
1173,14,210695829,https://www.moyareklama.by/single/ad/210695829,"
1-ком. квартира 58 м², 12/14 эт.
            
","Центральный р-н, ул. Интернациональная, д. 42 (ЗИП)","
110 000 р. 1 896,55  р./м²
"
1174,15,210684103,https://www.moyareklama.by/single/ad/210684103,"
1-ком. квартира 35 м², 5/5 эт.
            
","Советский р-н, ул. Б.Хмельницкого, д. 97 (Быховская, Жукова, Белсоно)","
"
1175,16,210737477,https://www.moyareklama.by/single/ad/210737477,"
2-ком. квартира 47,7 м², 1/9 эт.
            
","Советский р-н, ул. Жукова, д. 52","
95 000 р. 1 991,61  р./м²
"
1176,17,210752810,https://www.moyareklama.by/single/ad/210752810,"
1-ком. квартира 30 м², 5/5 эт.
            
","Советский р-н, ул. Б.Хмельницкого, д. 95 (Жукова)","
42 400 р. 1 413,33  р./м²
"
1177,18,208687509,https://www.moyareklama.by/single/ad/208687509,"
3-ком. квартира 63 м², 1/2 эт.
            
","Железнодорожный р-н, пр-т Космонавтов, д. 64","
126 000 р. 2 000  р./м²
"
1178,19,210751960,https://www.moyareklama.by/single/ad/210751960,"
3-ком. квартира 63,6 м², 9/9 эт.
            
","Железнодорожный р-н, ул. Богданова, д. 12А (поликлиника)","
91 800 р. 1 443,40  р./м²
"
1179,20,210388835,https://www.moyareklama.by/single/ad/210388835,"
2-ком. квартира 40 м², 4/4 эт.
            
","Центральный р-н, пр-т Ленина, д. 12","
73 000 р. 1 825  р./м²
"
1180,1,209841789,https://www.moyareklama.by/single/ad/209841789,"
4-ком. квартира 76,1 м², 2/9 эт.
            
","Железнодорожный р-н, ул. Богдановича, д. 20 (ост. ""Магазин ""Рублевский"")","
"
1181,2,210703648,https://www.moyareklama.by/single/ad/210703648,"
2-ком. квартира 48 м², 4/4 эт.
            
","Центральный р-н, ул. Красноармейская, д. 3 (ост. ""Улица Карповича"")","
65 000 р. 1 353,60  р./м²
"
1182,3,210365495,https://www.moyareklama.by/single/ad/210365495,"
2-ком. квартира 65,5 м², 2/5 эт.
            
","Центральный р-н, ул. Советская, д. 30","
120 000 р. 1 832,06  р./м²
"
1183,4,210684988,https://www.moyareklama.by/single/ad/210684988,"
4-ком. квартира 75 м², 10/12 эт.
            
","Советский р-н, ул. Междугородняя, д. 2","
"
1184,5,210720661,https://www.moyareklama.by/single/ad/210720661,"
2-ком. квартира 59 м², 1/3 эт.
            
","Гомельский р-н, пос. Зябровка, ул. Виктора Оськина, д. 159","
27 000 р. 457,63  р./м²
"
1185,6,210747879,https://www.moyareklama.by/single/ad/210747879,"
2-ком. квартира 39,8 м², 3/5 эт.
            
","Мозырский р-н, г. Мозырь, ул. Якуба Коласа, д. 17","
45 980 р. 1 155,86  р./м²
"
1186,7,210096114,https://www.moyareklama.by/single/ad/210096114,"
2-ком. квартира 66,8 м², 1/10 эт.
            
","Центральный р-н, ул. Свиридова, д. 53","
200 000 р. 2 994,01  р./м²
"
1187,8,210749577,https://www.moyareklama.by/single/ad/210749577,"
2-ком. квартира 50,8 м², 2/3 эт.
            
","Речицкий р-н, д. Защебье, ул. Юбилейная, д. 24/10","
37 000 р. 728,35  р./м²
"
1188,9,210384398,https://www.moyareklama.by/single/ad/210384398,"
2-ком. квартира 46,9 м², 2/5 эт.
            
","Железнодорожный р-н, ул. Советская, д. 109a (остановка ""Чонгарской дивизии"")","
76 000 р. 1 620,47  р./м²
"
1189,10,210749470,https://www.moyareklama.by/single/ad/210749470,"
3-ком. квартира 55,6 м², 1/1 эт.
            
","Гомельский р-н, г. Мозырь, ул. Гоголя, д. 119","
38 875 р. 699,19  р./м²
"
1190,11,210749474,https://www.moyareklama.by/single/ad/210749474,"
1-ком. квартира 29,7 м², 1/1 эт.
            
","Советский р-н, ул. Владимирова, д. 63","
37 500 р. 1 262,63  р./м²
"
1191,12,209414302,https://www.moyareklama.by/single/ad/209414302,"
3-ком. квартира 75,7 м², 1/4 эт.
            
","Центральный р-н, ул. Ирининская, д. 19","
"
1192,13,210701117,https://www.moyareklama.by/single/ad/210701117,"
1-ком. квартира 20,2 м², 2/5 эт.
            
","Светлогорский р-н, г. Светлогорск, ул. Калинина, д. 11А","
24 600 р. 1 217,82  р./м²
"
1193,14,210220105,https://www.moyareklama.by/single/ad/210220105,"
3-ком. квартира 50,4 м², 2/5 эт.
            
","Гомельский р-н, пос. Зябровка, ул. Центральная, д. 230 (рядом с остановкой общественного транспорта)","
55 000 р. 1 092,35  р./м²
"
1194,15,210709832,https://www.moyareklama.by/single/ad/210709832,"
2-ком. квартира 50,8 м², 5/10 эт.
            
","Центральный р-н, ул. Кирова, д. 149","
91 000 р. 1 791,34  р./м²
"
1195,16,209950176,https://www.moyareklama.by/single/ad/209950176,"
2-ком. квартира 37 м², 1/2 эт.
            
","Новобелицкий р-н, ул. Республиканская, д. 21Б (Международная)","
69 100 р. 1 867,57  р./м²
"
1196,17,210449810,https://www.moyareklama.by/single/ad/210449810,"
1-ком. квартира 34,9 м², 1/5 эт.
            
","Рогачевский р-н, г. Рогачев, ул. Ленина","
40 650 р. 1 164,76  р./м²
"
1197,18,208747006,https://www.moyareklama.by/single/ad/208747006,"
1-ком. квартира 13,2 м², 4/4 эт.
            
","Железнодорожный р-н, ул. Федюнинского, д. 120 (аэропорт)","
12 100 р. 916,67  р./м²
"
1198,19,210742664,https://www.moyareklama.by/single/ad/210742664,"
3-ком. квартира 72,4 м², 5/5 эт.
            
","Новобелицкий р-н, ул. Международная, д. 1","
96 000 р. 1 325,97  р./м²
"
1199,20,208163118,https://www.moyareklama.by/single/ad/208163118,"
1-ком. квартира 38,4 м², 3/9 эт.
            
","Центральный р-н, ул. Мазурова, д. 103 (школа №72, Дружба)","
75 000 р. 1 953,13  р./м²
"
1200,1,210333175,https://www.moyareklama.by/single/ad/210333175,"
2-ком. квартира 59 м², 1/4 эт.
            
","Центральный р-н, пр-т Ленина, д. 16","
198 068 р. 3 357,08  р./м²
"
1201,2,210693726,https://www.moyareklama.by/single/ad/210693726,"
3-ком. квартира 64 м², 3/9 эт.
            
","Железнодорожный р-н, ул. Богданова, д. 3","
97 266 р. 1 519,78  р./м²
"
1202,3,210670344,https://www.moyareklama.by/single/ad/210670344,"
1-ком. квартира 13,3 м², 4/4 эт.
            
","Железнодорожный р-н, ул. Федюнинского","
14 050 р. 1 056,39  р./м²
"
