,number,id,link,title,area,rooms,address,price,company_link,company_name,date
869,10,210821760,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210821760,"1-ком. квартира 35,9 м², 3/5 эт.",Центральный,1,"Мозырский р-н, г. Мозырь, пер. Коллективный, д. 16","50 000 р. 1 391,21  р./м²",/single_spec.php?id=210567805,"Агентство ""А21 Групп""",2022-08-29
870,11,210821749,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210821749,"1-ком. квартира 33,9 м², 5/5 эт.",Центральный,1,"г. Калинковичи, ул. 50 лет Октября, д. 32","48 750 р. 1 438,05  р./м²",/single_spec.php?id=210567805,"Агентство ""А21 Групп""",2022-08-29
871,12,210821720,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210821720,"1-ком. квартира 20,1 м², 7/9 эт.",Центральный,1,"Центральный р-н, ул. Катунина","55 000 р. 2 736,32  р./м²",None,Собственник,2022-08-29
872,13,210346426,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210346426,"2-ком. квартира 46,7 м², 8/9 эт.",Железнодорожный,2,"Железнодорожный р-н, ул. 50 лет Гомсельмаша, д. 22 (ост. ""50 лет Гомсельмаша"")","79 000 р. 1 691,65  р./м²",None,Собственник,2022-08-29
873,14,210821192,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210821192,"3-ком. квартира 64,6 м², 5/9 эт.",Железнодорожный,3,"Железнодорожный р-н, ул. Свиридова, д. 1 кор2 (Брянский)","100 000 р. 1 547,03  р./м²",None,Собственник,2022-08-27
874,15,210821012,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210821012,"3-ком. квартира 62,8 м², 2/5 эт.",Железнодорожный,3,"Речицкий район, г. Речица, ул. Чапаева, д. 20","109 579,47 р. 1 744,90  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона""",2022-08-27
875,16,206282327,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/206282327,"2-ком. квартира 50,7 м², 5/5 эт.",Гомельский,2,"Гомельский р-н, пос. Зябровка, ул. Центральная, д. 240 (бывший военный городок)","56 000 р. 1 104,54  р./м²",None,Собственник,2022-08-26
876,17,210820299,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210820299,"3-ком. квартира 61 м², 8/9 эт.",Центральный,3,"Центральный р-н, ул. Моисеенко, д. 45А (ЗИП)","109 543 р. 1 795,79  р./м²",None,"Агентство ""Центр недвижимости Риэлт-Капитал""",2022-08-26
877,18,210820065,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210820065,"1-ком. квартира 28,7 м², 5/9 эт.",Новобелицкий,1,"Новобелицкий р-н, ул. Черниговская, д. 36",,/single_spec.php?id=210280869,"Агентство ООО ""Ваше агентство недвижимости""",2022-08-26
878,19,210819963,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210819963,"1-ком. квартира 31,7 м², 1/9 эт.",Новобелицкий,1,"Новобелицкий район, ул. Ильича, д. 95","53 640,30 р. 1 692,12  р./м²",/single_spec.php?id=200893805,"Агентство Одо ""Недвижимость Линия Закона""",2022-08-26
879,20,210819567,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210819567,"3-ком. квартира 77,8 м², 6/9 эт.",Железнодорожный,3,"Железнодорожный р-н, ул. Советская, д. 97/2","122 000 р. 1 568,12  р./м²",/single_spec.php?id=209876601,"Агентство ОДО ""Юриэлт""",2022-08-25
880,1,210766255,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210766255,"3-ком. квартира 64,8 м², 8/9 эт.",Советский,3,"Советский р-н, ул. Черноморская, д. 9 (Черноморский рынок)","83 200 р. 1 283,95  р./м²",/single_spec.php?id=207501945,"Агентство ООО ""Гид по недвижимости""",2022-08-25
881,2,210819144,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210819144,"3-ком. квартира 52,7 м², 2/2 эт.",Советский,3,"Речицкий район, г. Речица, ул. Пролетарская, д. 95","15 325,80 р. 290,81  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона""",2022-08-25
882,3,210818437,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210818437,"3-ком. квартира 55,1 м², 5/5 эт.",Центральный,3,"Центральный р-н, ул. Крестьянская, д. 35","100 000 р. 1 814,88  р./м²",/single_spec.php?id=210652159,"Агентство ООО ""Центр недвижимости ""Пакодан Регион""",2022-08-24
883,4,210818293,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210818293,"4-ком. квартира 65 м², 1/1 эт.",Гомельский,4,"Гомельский р-н, д. Хальч, ул. Крестьянская, д. 16","56 430 р. 868,15  р./м²",/single_spec.php?id=209876601,"Агентство ОДО ""Юриэлт""",2022-08-24
884,5,210818190,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210818190,"3-ком. квартира 41,6 м², 1/1 эт.",Гомельский,3,"Речицкий район, г. Речица, ул. 10 лет Октября, д. 11","33 205,90 р. 798,22  р./м²",/single_spec.php?id=200893805,"Агентство Одо ""Недвижимость Линия Закона""",2022-08-24
885,6,210818189,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210818189,"1-ком. квартира 41,7 м², 5/9 эт.",Гомельский,1,"Речицкий район, г. Речица, ул. Набережная, д. 78","44 700,25 р. 1 071,95  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона""",2022-08-24
886,7,210817694,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210817694,"3-ком. квартира 63,1 м², 7/9 эт.",Гомельский,3,"г. Мозырь, пер. Первомайский, д. 6",,/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер""",2022-08-23
887,8,210817435,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210817435,"1-ком. квартира 43,6 м², 10/10 эт.",Гомельский,1,"г. Мозырь, б-р Юности, д. 135 (школа №16)","53 550 р. 1 228,21  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер""",2022-08-23
888,9,210817002,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210817002,"3-ком. квартира 65 м², 1/10 эт.",Центральный,3,"Центральный р-н, ул. Чечерская, д. 25","101 220 р. 1 557,23  р./м²",/single_spec.php?id=208314513,"Агентство ООО ""Капитал недвижимости""",2022-08-22
889,10,210816996,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210816996,"2-ком. квартира 50,9 м², 6/9 эт.",Центральный,2,"Рогачевский р-н, г. Рогачев, ул. Ивана Богатырёва, д. 141","52 190 р. 1 025,55  р./м²",/single_spec.php?id=208314513,"Агентство ООО ""Капитал Недвижимости""",2022-08-22
890,11,210816969,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210816969,"3-ком. квартира 63,9 м², 3/9 эт.",Железнодорожный,3,"Железнодорожный р-н, ул. Героев Подпольщиков, д. 7","95 195 р. 1 489,75  р./м²",/single_spec.php?id=208314513,"Агентство ООО ""Капитал недвижимости""",2022-08-22
891,12,210815579,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210815579,"3-ком. квартира 78,6 м², 6/9 эт.",Железнодорожный,3,"Железнодорожный р-н, ул. Советская, д. 97, корпус2 (""Рембытехника"")","150 000 р. 1 908,40  р./м²",None,Собственник,2022-08-19
892,13,210815375,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210815375,"4-ком. квартира 58,4 м², 4/5 эт.",Железнодорожный,4,"Рогачевский р-н, г. Рогачев, ул. Н.Гоголя, д. 95","54 237 р. 928,72  р./м²",/single_spec.php?id=208314513,"Агентство ООО ""Капитал Недвижимости""",2022-08-19
893,14,210815387,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210815387,"4-ком. квартира 58,1 м², 5/5 эт.",Советский,4,"Советский р-н, пр-т Речицкий, д. 4Б (Администрация Советского района)","75 000 р. 1 290,88  р./м²",None,Собственник,2022-08-19
894,15,208297518,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/208297518,"2-ком. квартира 57,5 м², 1/1 эт.",Гомельский,2,"Гомельский р-н, рп Большевик, ул. Равнинная, д. 6","27 000 р. 469,57  р./м²",None,Собственник,2022-08-19
895,16,210672477,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210672477,"4-ком. квартира 87,9 м², 6/9 эт.",Новобелицкий,4,"Новобелицкий р-н, ул. Ильича, д. 87 (Ленинградская)","150 000 р. 1 706,48  р./м²",None,Собственник,2022-08-19
896,17,210814488,https://www.moyareklama.by/Гомель/квартиры_продажа//single/ad/210814488,"1-ком. квартира 33,9 м², 3/5 эт.",Советский,1,"Советский р-н, ул. Богдана Хмельницкого, д. 87А","53 300 р. 1 572,27  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер""",2022-08-18
