,0,1,2,3,4,5,6
164,https://www.moyareklama.by/single/ad/210852172,210852172,"
2-ком. квартира 52,6 м², 3/3 эт.
            
","Гомельский р-н, аг. Терешковичи, ул. Центральная, д. 5","
39 525 р. 751,43  р./м²
","
                                    Собственник
                            ",None
165,https://www.moyareklama.by/single/ad/210551498,210551498,"
1-ком. квартира 29 м², 1/9 эт.
            
","Железнодорожный р-н, пр-т Космонавтов, д. 96 (Молодежная)","
43 000 р. 1 482,76  р./м²
","
                                    Собственник
                            ",None
166,https://www.moyareklama.by/single/ad/210225620,210225620,"
2-ком. квартира 56 м², 4/4 эт.
            
","Центральный р-н, ул. Ирининская, д. 23 (Карповича)","
106 000 р. 1 892,86  р./м²
","
                                    Собственник
                            ",None
167,https://www.moyareklama.by/single/ad/210852986,210852986,"
Студия 16 м², 4/4 эт.
            
","Железнодорожный р-н, ул. Федюнинского, д. 29","
18 500 р. 1 156,25  р./м²
","
                                    Собственник
                            ",None
168,https://www.moyareklama.by/single/ad/210686497,210686497,"
1-ком. квартира 29,2 м², 7/9 эт.
            
","Советский р-н, ул. 60 лет СССР, д. 27 (мкр Любенский)","
42 000 р. 1 440,82  р./м²
","
                                    Собственник
                            ",None
169,https://www.moyareklama.by/single/ad/210761365,210761365,"
4-ком. квартира 81,4 м², 3/9 эт.
            
","Железнодорожный р-н, ул. Новополесская, д. 36","
159 000 р. 1 953,80  р./м²
","
                                    Собственник
                            ",None
170,https://www.moyareklama.by/single/ad/210489410,210489410,"
1-ком. квартира 43 м², 5/9 эт.
            
","Центральный р-н, ул. Мазурова, д. 127 (Ледовый дворец)","
81 500 р. 1 895,35  р./м²
","
                                    Собственник
                            ",None
171,https://www.moyareklama.by/single/ad/210026913,210026913,"
4-ком. квартира 83,6 м², 8/9 эт.
            
","Центральный р-н, ул. Мазурова (Дружба)","
","
                                    Собственник
                            ",None
172,https://www.moyareklama.by/single/ad/210880375,210880375,"
1-ком. квартира 35,5 м², 4/5 эт.
            
","Центральный район, ул. Комсомольская, д. 5","
84 563,50 р. 2 385,43  р./м²
","
Агентство Одо ""Недвижимость Линия Закона""
",/single_spec.php?id=200893805
173,https://www.moyareklama.by/single/ad/210880374,210880374,"
1-ком. квартира 29,7 м², 8/9 эт.
            
","Советский район, ул. Барыкина, д. 163 (ТЦ ""Мебельный квартал"")","
33 825,40 р. 1 137,37  р./м²
","
Агентство ОДО ""Недвижимость Линия Закона""
",/single_spec.php?id=200893805
174,https://www.moyareklama.by/single/ad/210407705,210407705,"
5-ком. квартира 86,9 м², 2/5 эт.
            
","Добрушский р-н, г. Добруш, ул. Полевая, д. 40 (ост. ""Мелиоратор"")","
70 000 р. 805,71  р./м²
","
                                    Собственник
                            ",None
175,https://www.moyareklama.by/single/ad/210880098,210880098,"
2-ком. квартира 52 м², 4/9 эт.
            
","Советский р-н, ул. Б.Хмельницкого, д. 112 (Монумент воинам интернацоналистам)","
91 000 р. 1 750  р./м²
","
                                    Собственник
                            ",None
176,https://www.moyareklama.by/single/ad/210880045,210880045,"
3-ком. квартира 69,2 м², 2/9 эт.
            
","г. Мозырь, ул. Малинина, д. 1 (м-н ""Мартин"")","
72 300 р. 1 044,95  р./м²
","
Агентство ООО ""Твой риэлтер""
",/single_spec.php?id=209978187
177,https://www.moyareklama.by/single/ad/210880028,210880028,"
2-ком. квартира 55 м², 8/13 эт.
            
","г. Мозырь, ул. Советская, д. 132","
62 660 р. 1 138,86  р./м²
","
Агентство ООО ""Твой риэлтер""
",/single_spec.php?id=209978187
178,https://www.moyareklama.by/single/ad/210880029,210880029,"
1-ком. квартира 44,7 м², 10/10 эт.
            
","Центральный р-н, ул. Чечерская, д. 92 (микрорайон Клёнковский)","
113 740 р. 2 544,52  р./м²
","
                                    Собственник
                            ",None
179,https://www.moyareklama.by/single/ad/210880027,210880027,"
2-ком. квартира 44,5 м², 6/10 эт.
            
","Центральный р-н, ул. Макаенка, д. 29","
76 230 р. 1 713,03  р./м²
","
                                    Собственник
                            ",None
180,https://www.moyareklama.by/single/ad/210879906,210879906,"
3-ком. квартира 65,1 м², 8/9 эт.
            
","Советский р-н, пр-т Речицкий, д. 87/1","
123 840 р. 1 902,30  р./м²
","
Агентство ООО «Центр недвижимости «Престиж»
",/single_spec.php?id=210838521
181,https://www.moyareklama.by/single/ad/210879842,210879842,"
1-ком. квартира 30 м², 6/9 эт.
            
","Советский р-н, ул. Междугородняя, д. 4","
56 870 р. 1 895,67  р./м²
","
Агентство ООО ""Центр недвижимости ""Пакодан Регион""
",/single_spec.php?id=210652159
182,https://www.moyareklama.by/single/ad/210879830,210879830,"
2-ком. квартира 49 м², 2/5 эт.
            
","Советский р-н, пр-т Октября, д. 79 (ун-т Сухого, МИТСО, Областная бол.)","
64 000 р. 1 306,12  р./м²
","
Агентство ООО ""Гид по недвижимости""
",/single_spec.php?id=207501945
183,https://www.moyareklama.by/single/ad/210879810,210879810,"
1-ком. квартира 30 м², 3/4 эт.
            
","Гомельский р-н, г. Речица, ул. Интернациональная, д. 2","
48 480 р. 1 616  р./м²
","
Агентство ОДО ""Юриэлт""
",/single_spec.php?id=209876601
184,https://www.moyareklama.by/single/ad/210806104,210806104,"
1-ком. квартира 30,9 м², 3/5 эт.
            
","Железнодорожный р-н, гп Костюковка, ул. Первомайская, д. 11","
46 000 р. 1 488,67  р./м²
","
                                    Собственник
                            ",None
185,https://www.moyareklama.by/single/ad/210540660,210540660,"
2-ком. квартира 46 м², 9/9 эт.
            
","Железнодорожный р-н, ул. Маневича, д. 4","
81 763 р. 1 776,30  р./м²
","
                                    Собственник
                            ",None
186,https://www.moyareklama.by/single/ad/210879420,210879420,"
3-ком. квартира 64,5 м², 5/10 эт.
            
","Советский р-н, ул. Иверская, д. 2 (Октябрь)","
101 000 р. 1 565,89  р./м²
","
                                    Собственник
                            ",None
187,https://www.moyareklama.by/single/ad/210879417,210879417,"
2-ком. квартира 51,1 м², 2/3 эт.
            
","Гомельский р-н, пос. Зябровка, ул. Виктора Оськина, д. 160","
34 000 р. 665,36  р./м²
","
                                    Собственник
                            ",None
188,https://www.moyareklama.by/single/ad/210879404,210879404,"
3-ком. квартира 63,7 м², 7/9 эт.
            
","Железнодорожный р-н, ул. Юбилейная, д. 5","
100 000 р. 1 569,86  р./м²
","
                                    Собственник
                            ",None
189,https://www.moyareklama.by/single/ad/210531136,210531136,"
3-ком. квартира 61,4 м², 1/9 эт.
            
","Брестская область, г. Пинск, ул. Центральная, д. 84","
160 000 р. 2 605,86  р./м²
","
                                    Собственник
                            ",None
190,https://www.moyareklama.by/single/ad/210879385,210879385,"
2-ком. квартира 52 м², 5/5 эт.
            
","г. Речица, ул. Снежкова, д. 14Б","
43 700 р. 840,38  р./м²
","
                                    Собственник
                            ",None
191,https://www.moyareklama.by/single/ad/209721053,209721053,"
2-ком. квартира 52 м², 1/9 эт.
            
","Центральный р-н, ул. Мазурова, д. 77 (ост. ""Дружба"")","
120 000 р. 2 307,69  р./м²
","
                                    Собственник
                            ",None
192,https://www.moyareklama.by/single/ad/210879363,210879363,"
1-ком. квартира 38,6 м², 9/9 эт.
            
","Железнодорожный р-н, ул. Мазурова, д. 127 (Ледовый дворец)","
84 721 р. 2 194,84  р./м²
","
                                    Собственник
                            ",None
193,https://www.moyareklama.by/single/ad/210879361,210879361,"
3-ком. квартира 71,4 м², 9/9 эт.
            
","Центральный р-н, ул. Мазурова, д. 109А (Дружба)","
261 425 р. 3 661,41  р./м²
","
                                    Собственник
                            ",None
194,https://www.moyareklama.by/single/ad/210878883,210878883,"
2-ком. квартира 47 м², 5/5 эт.
            
","Центральный р-н, ул. Катунина, д. 20","
60 250 р. 1 282,19  р./м²
","
Агентство ООО ""Твой риэлтер""
",/single_spec.php?id=209978187
195,https://www.moyareklama.by/single/ad/210878849,210878849,"
1-ком. квартира 33,3 м², 2/5 эт.
            
","г. Рогачев, ул. Ленина, д. 67","
35 000 р. 1 051,05  р./м²
","
                                    Собственник
                            ",None
196,https://www.moyareklama.by/single/ad/210878829,210878829,"
2-ком. квартира 57,7 м², 3/7 эт.
            
","Рогачевский р-н, г. Рогачев, ул. Ивана Богатырева, д. 165","
64 130 р. 1 111,44  р./м²
","
Агентство ООО Капитал Недвижимости
",/single_spec.php?id=208314513
197,https://www.moyareklama.by/single/ad/210878828,210878828,"
2-ком. квартира 44,2 м², 2/4 эт.
            
","Железнодорожный р-н, ул. Старочерниговская, д. 41","
75 050 р. 1 697,96  р./м²
","
Агентство ОДО ""Юриэлт""
",/single_spec.php?id=209876601
198,https://www.moyareklama.by/single/ad/210878679,210878679,"
1-ком. квартира 20,5 м², 2/9 эт.
            
","Центральный р-н, г. Гомель, ул. Катунина, д. 16 (Центр.рынок. Коминтерн)","
52 500 р. 2 560,98  р./м²
","
                                    Собственник
                            ",None
199,https://www.moyareklama.by/single/ad/210878347,210878347,"
4-ком. квартира 70 м², 6/9 эт.
            
","Советский р-н, мкр Энергетиков, д. 13","
89 170 р. 1 273,86  р./м²
","
Агентство ООО ""Твой риэлтер""
",/single_spec.php?id=209978187
200,https://www.moyareklama.by/single/ad/210811377,210811377,"
2-ком. квартира 44,5 м², 1/5 эт.
            
","Советский р-н, ул. Чкалова, д. 49 (ост. кинотеатр ""Октябрь"")","
79 900 р. 1 795,10  р./м²
","
                                    Собственник
                            ",None
201,https://www.moyareklama.by/single/ad/210878158,210878158,"
2-ком. квартира 42,2 м², 3/5 эт.
            
","Железнодорожный р-н, пр-т Победы, д. 25 а","
98 716 р. 2 339,24  р./м²
","
                                    Собственник
                            ",None
202,https://www.moyareklama.by/single/ad/210689341,210689341,"
2-ком. квартира 59 м², 1/5 эт.
            
","Гомельский р-н, пос. Ченки, ул. Севруковская, д. 8","
92 000 р. 1 559,32  р./м²
","
                                    Собственник
                            ",None
203,https://www.moyareklama.by/single/ad/210802224,210802224,"
4-ком. квартира 78 м², 3/9 эт.
            
","Советский р-н, ул. Клермон-Ферран, д. 5 (Администрация Советского района)","
137 000 р. 1 756,41  р./м²
","
                                    Собственник
                            ",None
204,https://www.moyareklama.by/single/ad/210878136,210878136,"
2-ком. квартира 50 м², 1/5 эт.
            
","Железнодорожный р-н, ул. Юбилейная, д. 26","
65 070 р. 1 301,40  р./м²
","
Агентство ООО ""Капитал недвижимости""
",/single_spec.php?id=208314513
205,https://www.moyareklama.by/single/ad/210878097,210878097,"
1-ком. квартира 36,6 м², 14/16 эт.
            
","Советский р-н, пр-т Октября, д. 95 (Технический университет)","
67 500 р. 1 844,26  р./м²
","
                                    Собственник
                            ",None
206,https://www.moyareklama.by/single/ad/210877848,210877848,"
2-ком. квартира 44,4 м², 2/5 эт.
            
","Светлогорский р-н, г. Светлогорск, мкр Октябрьский, д. 34 (ясли-сад №20)","
34 945 р. 787,05  р./м²
","
Агентство ООО ""Твой риэлтер""
",/single_spec.php?id=209978187
207,https://www.moyareklama.by/single/ad/210877770,210877770,"
1-ком. квартира 39,9 м², 8/12 эт.
            
","Новобелицкий р-н, ул. Ильича, д. 85 (Ленинградская)","
57 000 р. 1 428,57  р./м²
","
                                    Собственник
                            ",None
208,https://www.moyareklama.by/single/ad/210877740,210877740,"
2-ком. квартира 44 м², 3/3 эт.
            
","Центральный р-н, ул. 3-я Авиационная (Дворец лёгкой атлетики)","
125 000 р. 2 840,91  р./м²
","
                                    Собственник
                            ",None
209,https://www.moyareklama.by/single/ad/210877662,210877662,"
2-ком. квартира 52 м², 1/2 эт.
            
","Речицкий р-н, аг. Холмеч, ул. Озёрная (Холмечский сельсовет)","
31 330 р. 602,50  р./м²
","
Агентство ООО ""Твой риэлтер""
",/single_spec.php?id=209978187
210,https://www.moyareklama.by/single/ad/210877523,210877523,"
1-ком. квартира 40,6 м², 2/3 эт.
            
","Гомельский р-н, аг. Урицкое","
60 000 р. 1 477,83  р./м²
","
                                    Собственник
                            ",None
211,https://www.moyareklama.by/single/ad/210877508,210877508,"
1-ком. квартира 29,4 м², 1/9 эт.
            
","Советский р-н, ул. 60 Лет СССР, д. 6 (60 лет СССР.)","
49 710 р. 1 690,82  р./м²
","
                                    Собственник
                            ",None
212,https://www.moyareklama.by/single/ad/210227881,210227881,"
2-ком. квартира 40 м², 2/5 эт.
            
","Гомельский р-н, пос. Зябровка, ул. Центральная, д. 244","
43 800 р. 1 095  р./м²
","
                                    Собственник
                            ",None
213,https://www.moyareklama.by/single/ad/210877411,210877411,"
2-ком. квартира 47 м², 1/5 эт.
            
","Новобелицкий р-н, ул. Жемчужная, д. 6","
73 500 р. 1 563,83  р./м²
","
                                    Собственник
                            ",None
214,https://www.moyareklama.by/single/ad/210877389,210877389,"
2-ком. квартира 46,3 м², 6/9 эт.
            
","Железнодорожный р-н, ул. Осипова, д. 1","
67 200 р. 1 451,40  р./м²
","
Агентство ООО ""Лига права недвижимость""
",/single_spec.php?id=200856033
215,https://www.moyareklama.by/single/ad/210877371,210877371,"
1-ком. квартира 20 м², 5/9 эт.
            
","Железнодорожный р-н, пр-т Космонавтов, д. 100","
35 000 р. 1 750  р./м²
","
                                    Собственник
                            ",None
216,https://www.moyareklama.by/single/ad/210877366,210877366,"
2-ком. квартира 46 м², 9/9 эт.
            
","Советский р-н, ул. Быховская, д. 115","
70 000 р. 1 521,74  р./м²
","
                                    Собственник
                            ",None
217,https://www.moyareklama.by/single/ad/210799387,210799387,"
3-ком. квартира 63,5 м², 5/9 эт.
            
","Железнодорожный р-н, ул. Фадеева, д. 9","
104 000 р. 1 637,80  р./м²
","
                                    Собственник
                            ",None
218,https://www.moyareklama.by/single/ad/210877233,210877233,"
3-ком. квартира 60,5 м², 4/5 эт.
            
","Гомельский р-н, аг. Новая Гута, ул. Сожская, д. 11","
42 500 р. 702,48  р./м²
","
                                    Собственник
                            ",None
219,https://www.moyareklama.by/single/ad/210877092,210877092,"
3-ком. квартира 75,2 м², 1/7 эт.
            
","Центральный район, ул. Газеты ""Гомельская правда"", д. 18","
169 127 р. 2 249,03  р./м²
","
Агентство ОДО Недвижимость Линия Закона
",/single_spec.php?id=200893805
220,https://www.moyareklama.by/single/ad/210877193,210877193,"
1-ком. квартира 31 м², 2/10 эт.
            
","Центральный р-н, ул. Головацкого, д. 107 (Ост. Головацкого, Дружба (магазин Алми))","
70 700 р. 2 280,65  р./м²
","
                                    Собственник
                            ",None
221,https://www.moyareklama.by/single/ad/210877114,210877114,"
4-ком. квартира 95 м², 2/2 эт.
            
","Добрушский р-н, аг. Жгунь, ул. Мозырская","
45 000 р. 473,68  р./м²
","
                                    Собственник
                            ",None
222,https://www.moyareklama.by/single/ad/210805351,210805351,"
4-ком. квартира 90 м², 4/9 эт.
            
","Советский р-н, пр-т Речицкий, д. 83","
199 900 р. 2 221,11  р./м²
","
                                    Собственник
                            ",None
223,https://www.moyareklama.by/single/ad/210686392,210686392,"
1-ком. квартира 35,1 м², 3/9 эт.
            
","Железнодорожный р-н, ул. Дворникова, д. 20","
57 500 р. 1 638,18  р./м²
","
                                    Собственник
                            ",None
224,https://www.moyareklama.by/single/ad/210566358,210566358,"
1-ком. квартира 37,6 м², 7/9 эт.
            
","Советский р-н, ул. Междугородняя, д. 4 (ТД Речицкий)","
55 000 р. 1 462,77  р./м²
","
                                    Собственник
                            ",None
225,https://www.moyareklama.by/single/ad/210876839,210876839,"
3-ком. квартира 71,2 м², 7/9 эт.
            
","Железнодорожный р-н, ул. Богданова, д. 10Б","
93 120 р. 1 307,87  р./м²
","
Агентство ООО ""Капитал недвижимости""
",/single_spec.php?id=208314513
226,https://www.moyareklama.by/single/ad/210876776,210876776,"
3-ком. квартира 64 м², 4/5 эт.
            
","Гомельский р-н, пгт Ченки, ул. Речная, д. 16 (Санаторий Ченки/Внешгомельстрой)","
103 000 р. 1 609,38  р./м²
","
                                    Собственник
                            ",None
227,https://www.moyareklama.by/single/ad/210876739,210876739,"
1-ком. квартира 31,4 м², 3/9 эт.
            
","Железнодорожный р-н, ул. Свиридова, д. 1 (остановка Брянский)","
","
Агентство ООО ""Лига права - Недвижимость""
",/single_spec.php?id=200856033
228,https://www.moyareklama.by/single/ad/210876319,210876319,"
3-ком. квартира 61,4 м², 2/5 эт.
            
","Речицкий район, г. Речица, ул. Панова, д. 7","
48 322 р. 787  р./м²
","
Агентство ОДО ""Недвижимость Линия Закона""
",/single_spec.php?id=200893805
229,https://www.moyareklama.by/single/ad/210876318,210876318,"
3-ком. квартира 64,1 м², 8/9 эт.
            
","Железнодорожный район, ул. Малайчука, д. 29","
96 644 р. 1 508,88  р./м²
","
Агентство ОДО ""Недвижимость Линия Закона""
",/single_spec.php?id=200893805
230,https://www.moyareklama.by/single/ad/210518325,210518325,"
1-ком. квартира 30 м², 4/5 эт.
            
","Центральный р-н, ул. Парижской Коммуны, д. 5","
66 000 р. 2 200  р./м²
","
                                    Собственник
                            ",None
231,https://www.moyareklama.by/single/ad/210482403,210482403,"
2-ком. квартира 54 м², 4/9 эт.
            
","Железнодорожный р-н, ул. Тимофеенко, д. 12 (Тимофеенко)","
139 158 р. 2 577  р./м²
","
                                    Собственник
                            ",None
232,https://www.moyareklama.by/single/ad/210876376,210876376,"
2-ком. квартира 46,7 м², 2/2 эт.
            
","Центральный р-н, ул. Гагарина, д. 40 (21-я школа)","
82 300 р. 1 762,31  р./м²
","
                                    Собственник
                            ",None
233,https://www.moyareklama.by/single/ad/210849309,210849309,"
3-ком. квартира 50 м², 4/5 эт.
            
","Железнодорожный р-н, ул. Юбилейная, д. 16 (Старый Аэродром, Торговый центр, Парк Юбилейный)","
","
Агентство ООО ""Гид по недвижимости""
",/single_spec.php?id=207501945
234,https://www.moyareklama.by/single/ad/210876041,210876041,"
2-ком. квартира 42,4 м², 4/4 эт.
            
","Железнодорожный р-н, пр-т Космонавтов, д. 21","
57 500 р. 1 354,85  р./м²
","
                                    Собственник
                            ",None
235,https://www.moyareklama.by/single/ad/210876035,210876035,"
2-ком. квартира 44,2 м², 8/9 эт.
            
","Центральный р-н, ул. Мазурова, д. 4","
101 362 р. 2 293,26  р./м²
","
Агентство ООО ""Лига права - Недвижимость""
",/single_spec.php?id=200856033
236,https://www.moyareklama.by/single/ad/210876032,210876032,"
2-ком. квартира 65,7 м², 11/16 эт.
            
","Новобелицкий р-н, ул. Жемчужная, д. 15","
100 000 р. 1 522,07  р./м²
","
                                    Собственник
                            ",None
237,https://www.moyareklama.by/single/ad/210876020,210876020,"
2-ком. квартира 46 м², 5/5 эт.
            
","Советский р-н, ул. Павлова, д. 11","
65 000 р. 1 413,04  р./м²
","
                                    Собственник
                            ",None
238,https://www.moyareklama.by/single/ad/210844800,210844800,"
2-ком. квартира 47 м², 7/9 эт.
            
","Железнодорожный р-н, ул. Маневича, д. 16 (Школа 55)","
75 000 р. 1 595,74  р./м²
","
                                    Собственник
                            ",None
239,https://www.moyareklama.by/single/ad/210875938,210875938,"
4-ком. квартира 58,2 м², 3/5 эт.
            
","Железнодорожный р-н, ул. Юбилейная, д. 1","
","
Агентство ООО ""Ваше агентство недвижимости""
",/single_spec.php?id=210280869
240,https://www.moyareklama.by/single/ad/210875897,210875897,"
2-ком. квартира 44,4 м², 3/4 эт.
            
","Центральный р-н, ул. Карповича, д. 19","
95 590 р. 2 152,93  р./м²
","
Агентство ООО ""Твой риэлтер""
",/single_spec.php?id=209978187
241,https://www.moyareklama.by/single/ad/210875857,210875857,"
3-ком. квартира 64 м², 10/10 эт.
            
","Советский р-н, ул. Давыдовская, д. 22 (51 микрорайон)","
108 000 р. 1 688,82  р./м²
","
Агентство ООО ""Лига права - Недвижимость ""
",/single_spec.php?id=200856033
242,https://www.moyareklama.by/single/ad/210875845,210875845,"
4-ком. квартира 83,8 м², 2/9 эт.
            
","Советский р-н, ул. Клермон-Ферран, д. 5","
180 000 р. 2 147,97  р./м²
","
                                    Собственник
                            ",None
243,https://www.moyareklama.by/single/ad/210875814,210875814,"
2-ком. квартира 38 м², 3/5 эт.
            
","Советский р-н, ул. Братьев Лизюковых, д. 18","
57 800 р. 1 521,05  р./м²
","
Агентство ООО ""Центр недвижимости ""Пакодан Регион""
",/single_spec.php?id=210652159
244,https://www.moyareklama.by/single/ad/210875706,210875706,"
2-ком. квартира 54,6 м², 2/5 эт.
            
","г. Калинковичи, ул. Батова, д. 8","
51 030 р. 934,62  р./м²
","
Агентство ООО ""Твой риэлтер""
",/single_spec.php?id=209978187
245,https://www.moyareklama.by/single/ad/210875667,210875667,"
3-ком. квартира 68,5 м², 2/9 эт.
            
","Железнодорожный р-н, ул. Петруся Бровки, д. 37","
84 605 р. 1 235,11  р./м²
","
                                    Собственник
                            ",None
246,https://www.moyareklama.by/single/ad/210875655,210875655,"
1-ком. квартира 37,1 м², 2/9 эт.
            
","Центральный р-н, ул. Моисеенко, д. 45 (ЗИП)","
78 080 р. 2 103,45  р./м²
","
Агентство ООО ""Гид по недвижимости"", УНП 491323159
",/single_spec.php?id=207501945
247,https://www.moyareklama.by/single/ad/210755910,210755910,"
1-ком. квартира 41 м², 4/10 эт.
            
","Советский р-н, ул. Г.Денисенко, д. 22 (Серегина)","
77 500 р. 1 890,24  р./м²
","
                                    Собственник
                            ",None
248,https://www.moyareklama.by/single/ad/210853289,210853289,"
2-ком. квартира 44,1 м², 4/5 эт.
            
","Железнодорожный район, ул. Курчатова, д. 7","
54 362,25 р. 1 231,87  р./м²
","
Агентство ОДО ""Недвижимость Линия Закона""
",/single_spec.php?id=200893805
249,https://www.moyareklama.by/single/ad/210875285,210875285,"
1-ком. квартира 22 м², 5/9 эт.
            
","Железнодорожный р-н, ул. Богданова, д. 7","
38 000 р. 1 727,27  р./м²
","
                                    Собственник
                            ",None
250,https://www.moyareklama.by/single/ad/210875267,210875267,"
2-ком. квартира 49 м², 4/9 эт.
            
","г. Добруш, ул. Пролетарская, д. 34 (15)","
55 000 р. 1 122,45  р./м²
","
                                    Собственник
                            ",None
251,https://www.moyareklama.by/single/ad/210851281,210851281,"
3-ком. квартира 80,1 м², 8/9 эт.
            
","Советский р-н, пр-д Студенческий, д. 15 (Рынок Давыдовский)","
160 744 р. 2 006,79  р./м²
","
                                    Собственник
                            ",None
252,https://www.moyareklama.by/single/ad/210875258,210875258,"
1-ком. квартира 19,7 м², 1/9 эт.
            
","Советский р-н, ул. Минская, д. 18","
30 000 р. 1 522,84  р./м²
","
                                    Собственник
                            ",None
253,https://www.moyareklama.by/single/ad/210875251,210875251,"
1-ком. квартира 54,7 м², 4/5 эт.
            
","Центральный р-н, ул. Дынды, д. 9 (Рембыттехника)","
97 500 р. 1 782,45  р./м²
","
                                    Собственник
                            ",None
254,https://www.moyareklama.by/single/ad/210875131,210875131,"
2-ком. квартира 47 м², 5/5 эт.
            
","Железнодорожный р-н, ул. Горбатова, д. 19","
51 000 р. 1 085,11  р./м²
","
                                    Собственник
                            ",None
255,https://www.moyareklama.by/single/ad/210875115,210875115,"
2-ком. квартира 47 м², 2/9 эт.
            
","Железнодорожный р-н, ул. Героев-подпольщиков, д. 7","
76 230 р. 1 621,91  р./м²
","
Агентство ООО ""Гид по недвижимости"", УНП 491323159
",/single_spec.php?id=207501945
256,https://www.moyareklama.by/single/ad/210874880,210874880,"
3-ком. квартира 63,3 м², 4/5 эт.
            
","Новобелицкий р-н, ул. Урицкого, д. 36","
85 555 р. 1 351,58  р./м²
","
Агентство ООО ""Капитал недвижимости""
",/single_spec.php?id=208314513
257,https://www.moyareklama.by/single/ad/210874845,210874845,"
1-ком. квартира 29,4 м², 5/5 эт.
            
","Светлогорский р-н, г. Светлогорск, ул. Калинина, д. 11а","
18 200 р. 619,05  р./м²
","
                                    Собственник
                            ",None
258,https://www.moyareklama.by/single/ad/210874840,210874840,"
1-ком. квартира 39,1 м², 5/9 эт.
            
","Советский р-н, пр-т Речицкий, д. 77","
66 275 р. 1 695,01  р./м²
","
Агентство ООО ""Капитал недвижимости""
",/single_spec.php?id=208314513
259,https://www.moyareklama.by/single/ad/210874827,210874827,"
2-ком. квартира 48 м², 4/5 эт.
            
","Железнодорожный р-н, ул. Свиридова, д. 40","
87 500 р. 1 824,06  р./м²
","
Агентство ООО ""А21 Недвижимость центр услуг""
",/single_spec.php?id=210567805
260,https://www.moyareklama.by/single/ad/210874794,210874794,"
3-ком. квартира 61,3 м², 5/5 эт.
            
","Петриковский район, г. Петриков, ул. Королева, д. 1","
106 066,79 р. 1 730,29  р./м²
","
Агентство ОДО ""Недвижимость Линия Закона""
",/single_spec.php?id=200893805
261,https://www.moyareklama.by/single/ad/210874793,210874793,"
2-ком. квартира 47,1 м², 2/5 эт.
            
","Речицкий район, г. Речица, ул. Панова, д. 3","
39 865,65 р. 846,40  р./м²
","
Агентство Одо Недвижимость Линия Закона
",/single_spec.php?id=200893805
262,https://www.moyareklama.by/single/ad/210725898,210725898,"
3-ком. квартира 65 м², 4/9 эт.
            
","Центральный р-н, ул. Свиридова, д. 36","
170 000 р. 2 615,38  р./м²
","
                                    Собственник
                            ",None
263,https://www.moyareklama.by/single/ad/210874512,210874512,"
3-ком. квартира 66 м², 2/2 эт.
            
","Железнодорожный р-н, ул. Советская, д. 69 (Универмаг)","
110 000 р. 1 666,67  р./м²
","
                                    Собственник
                            ",None
264,https://www.moyareklama.by/single/ad/210874493,210874493,"
2-ком. квартира 46,3 м², 8/9 эт.
            
","Железнодорожный р-н, ул. Сухого, д. 4","
84 721 р. 1 829,83  р./м²
","
                                    Собственник
                            ",None
265,https://www.moyareklama.by/single/ad/210874429,210874429,"
1-ком. квартира 29,3 м², 1/4 эт.
            
","Железнодорожный р-н, ул. Рабочая, д. 2","
48 000 р. 1 638,23  р./м²
","
                                    Собственник
                            ",None
266,https://www.moyareklama.by/single/ad/210773738,210773738,"
3-ком. квартира 64 м², 2/9 эт.
            
","Советский р-н, ул. Владимирова, д. 5 (Западный)","
98 000 р. 1 531,25  р./м²
","
                                    Собственник
                            ",None
267,https://www.moyareklama.by/single/ad/210874426,210874426,"
1-ком. квартира 42,3 м², 1/5 эт.
            
","Центральный р-н, ул. Крестьянская, д. 35 (Крестьянская)","
77 000 р. 1 820,76  р./м²
","
                                    Собственник
                            ",None
268,https://www.moyareklama.by/single/ad/210874324,210874324,"
4-ком. квартира 74,5 м², 1/9 эт.
            
","Железнодорожный р-н, ул. 8-я Иногородняя, д. 2","
92 492 р. 1 241,50  р./м²
","
Агентство ОДО ""Юриэлт""
",/single_spec.php?id=209876601
269,https://www.moyareklama.by/single/ad/210874314,210874314,"
2-ком. квартира 52 м², 9/10 эт.
            
","Советский р-н, ул. Талалихина, д. 1","
84 840 р. 1 631,54  р./м²
","
                                    Собственник
                            ",None
270,https://www.moyareklama.by/single/ad/210874316,210874316,"
3-ком. квартира 58 м², 1/5 эт.
            
","Железнодорожный р-н, ул. Старочерниговская, д. 5","
84 845 р. 1 462,84  р./м²
","
                                    Собственник
                            ",None
271,https://www.moyareklama.by/single/ad/210874311,210874311,"
3-ком. квартира 62,9 м², 2/12 эт.
            
","Железнодорожный р-н, ул. Юбилейная, д. 38","
96 965 р. 1 541,57  р./м²
","
                                    Собственник
                            ",None
272,https://www.moyareklama.by/single/ad/210874310,210874310,"
1-ком. квартира 36,4 м², 7/9 эт.
            
","Центральный р-н, ул. Мазурова, д. 4 (городская поликлиника)","
84 696 р. 2 326,81  р./м²
","
                                    Собственник
                            ",None
273,https://www.moyareklama.by/single/ad/210874309,210874309,"
3-ком. квартира 82,4 м², 16/18 эт.
            
","Центральный р-н, ул. Мазурова, д. 21","
144 600 р. 1 754,85  р./м²
","
Агентство ООО ""Центр недвижимости ""Пакодан Регион""
",/single_spec.php?id=210652159
