,number,id,link,title,address,price,company_link,company_name
854,15,210641368,https://www.moyareklama.by/single/ad/210641368,"Дом 98,5 м² на участке 7 сот.","Речицкий район, г. Речица, ул. Красикова","33 825,40 р.",/single_spec.php?id=200893805,"Агентство ""ОДО Недвижимость Линия Закона"""
855,16,210635027,https://www.moyareklama.by/single/ad/210635027,"Дача 6 м² на участке 10,8 сот.","Гомельский район, ст. Ильич","21 744,90 р.",/single_spec.php?id=200893805,Агентство Одо Недвижимость Линия Закона
856,17,210613019,https://www.moyareklama.by/single/ad/210613019,"Полдома 134,9 м² на участке 12 сот.","Речицкий район, г. Речица, пер. Мая 9-го (РТТ Нефтяники)","60 402,50 р.",/single_spec.php?id=200893805,Агентство ОДО Недвижимость Линия Закона
857,18,210609409,https://www.moyareklama.by/single/ad/210609409,Дом 58 м² на участке 25 сот.,"Речицкий район, д. Глыбов, ул. Луговая","67 650,80 р.",/single_spec.php?id=200893805,Агентство Одо Недвижимость Линия Закона
858,19,210607983,https://www.moyareklama.by/single/ad/210607983,"Дача 16,7 м² на участке 15 сот.","Гомельский район, д. Марковичи, ул. Крестьянская","4 832,20 р.",/single_spec.php?id=200893805,"Агентство Одо ""Недвижимость Линия Закона"""
859,20,210601202,https://www.moyareklama.by/single/ad/210601202,"Дом 38,5 м² на участке 12 сот.","Добрушский район, д. Антоновка, ул. Комсомольская (озеро, авт. остановка, магазин)","27 785,15 р.",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона"""
860,1,210573342,https://www.moyareklama.by/single/ad/210573342,"Полдома 122,9 м² на участке 13 сот.","Гомельский район, аг. Ерёмино, ул. Коммунистическая (Ерёминский с/с)",96 644 р.,/single_spec.php?id=200893805,"Агентство Одо ""Недвижимость Линия Закона"""
861,2,210519107,https://www.moyareklama.by/single/ad/210519107,Дом 39 м² на участке 20 сот.,"Добрушский р-н, д. Корма, ул. Чапаева (Кормянский с/с)","9 664,40 р.",/single_spec.php?id=200893805,"Агентство Одо ""Недвижимость Линия Закона"""
862,3,210513441,https://www.moyareklama.by/single/ad/210513441,"Полдома 60,1 м² на участке 3,7 сот.","Железнодорожный район, ул. Тихая","60 402,50 р.",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона"""
863,4,210446286,https://www.moyareklama.by/single/ad/210446286,"Дом 67,6 м² на участке 25 сот.","Гомельский район, д. Лопатино, ул. Центральная (Церковь)","57 986,40 р.",/single_spec.php?id=200893805,"Агентство Одо ""Недвижимость Линия Закона"""
864,5,210433671,https://www.moyareklama.by/single/ad/210433671,"Часть дома 56 м² на участке 9,3 сот.","Гомельский район, аг. Ерёмино, ул. Васильевой (ст. Костюковка)","22 952,95 р.",/single_spec.php?id=200893805,Агентство Одо Недвижимость Линия Закона
865,6,210419764,https://www.moyareklama.by/single/ad/210419764,"Дом 157,1 м² на участке 14,9 сот.","Новобелицкий р-н, ул. 1-я Транзитная","398 656,50 р.",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона"""
866,7,210407287,https://www.moyareklama.by/single/ad/210407287,"Дом 97,7 м² на участке 10,8 сот.","г. Добруш, ул. Володарского","53 154,20 р.",/single_spec.php?id=200893805,"Агентство Одо ""Недвижимость Линия Закона"""
867,8,210399847,https://www.moyareklama.by/single/ad/210399847,"Часть дома 61,6 м² на участке 9 сот.","Советский район, ул. Ярославская (остановка Никольская церковь)","33 825,40 р.",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона"""
