,number,id,link,title,address,price,company_link,company_name
243,4,210825577,https://www.moyareklama.by/single/ad/210825577,Здание 78 м²,"Гомельская область, г. Светлогорск, ул. Северная, д. 8",,None,Собственник
244,5,210857517,https://www.moyareklama.by/single/ad/210857517,Помещение для торговли 90 м²,"Советский р-н, г. Гомель, пр-т Речицкий, д. 22а (Магазин ""Павлинка"")",,None,Собственник
245,6,209427019,https://www.moyareklama.by/single/ad/209427019,"Помещение под офис 98,6 м²","Железнодорожный р-н, ул. Рабочая, д. 5 (завод Гомсельмаш)","950 р./мес. 9,63  р./м²/мес.",None,Собственник
246,7,210862043,https://www.moyareklama.by/single/ad/210862043,Здание под склад 900 м²,"Железнодорожный р-н, ул. Шилова, д. 4",619 200  р. 688  р./м²,None,Собственник
247,8,210822280,https://www.moyareklama.by/single/ad/210822280,Помещение административно-торговое 17 м²,"Железнодорожный р-н, ул. Кирова, д. 40",,None,Собственник
248,9,210859557,https://www.moyareklama.by/single/ad/210859557,Помещение для торговли от 288 до 288 м²,"Железнодорожный район, ул. Федюнинского","от 9,66 р./мес. 0,03  р./м²/мес.",/single_spec.php?id=200893805,Агентство Одо Недвижимость Линия Закона
249,10,209911740,https://www.moyareklama.by/single/ad/209911740,База свободного назначения 1700 м²,"Новобелицкий р-н, ул. Добрушская, д. 49","520 000  р. 305,88  р./м²",None,Собственник
250,11,210855841,https://www.moyareklama.by/single/ad/210855841,Павильон под магазин 15 м²,"Советский р-н, 0 Гомель, пр-т Речицкий, д. 40",,None,Собственник
251,12,210687930,https://www.moyareklama.by/single/ad/210687930,Павильон для торговли 10 м²,"Железнодорожный р-н, ул. Каменщикова, д. 3","8 932  р. 893,20  р./м²",None,Собственник
252,13,210854242,https://www.moyareklama.by/single/ad/210854242,Помещение под склад от 350 до 700 м²,"Железнодорожный р-н, пер. 1-й Крупской",,None,Собственник
253,14,210854709,https://www.moyareklama.by/single/ad/210854709,"Павильон для торговли 6,3 м²","Центральный р-н, ул. Советская (универмаг Гомель)",,None,Собственник
254,15,209841276,https://www.moyareklama.by/single/ad/209841276,Киоск для торговли 12 м²,"Советский р-н, пр-т Речицкий, д. 40 (Рынок Давыдовский)",16 800  р. 1 400  р./м²,None,Собственник
255,16,210849974,https://www.moyareklama.by/single/ad/210849974,Помещение под офис 140 м²,"Центральный р-н, ул. Моисеенко, д. 1","1 800 р./мес. 12,86  р./м²/мес.",None,Собственник
256,17,210853421,https://www.moyareklama.by/single/ad/210853421,База под производство 1494 м²,"Гомельская, д. Бобовичи","155 000  р. 103,75  р./м²",/single_spec.php?id=209876601,"Агентство ОДО ""Юриэлт"""
257,18,210853008,https://www.moyareklama.by/single/ad/210853008,Помещение под магазин 74 м²,"Центральный р-н, ул. Хатаевича, д. 69/2 (Евроопт (Линия), кафе Шантан)",2 220 р./мес. 30  р./м²/мес.,None,Собственник
258,19,210852624,https://www.moyareklama.by/single/ad/210852624,Павильон для торговли 20 м²,"Железнодорожный р-н, пр-т Космонавтов",4 000  р. 200  р./м²,None,Собственник
259,20,210698332,https://www.moyareklama.by/single/ad/210698332,Павильон для торговли 4 м²,"Железнодорожный р-н, ул. Советская, д. 97",5 168  р. 1 292  р./м²,None,Собственник
260,1,210852302,https://www.moyareklama.by/single/ad/210852302,Помещение под офис 80 м²,"Центральный р-н, ул. Советская, д. 133",,None,Собственник
261,2,209813259,https://www.moyareklama.by/single/ad/209813259,"Здание для торговли 220,1 м²","Центральный р-н, ул. Хатаевича, д. 67а",,None,Собственник
262,3,210850569,https://www.moyareklama.by/single/ad/210850569,Павильон для торговли 9 м²,"Советский р-н, ул. Бакунина, д. 80а",,None,Собственник
263,4,210848908,https://www.moyareklama.by/single/ad/210848908,Комплекс свободного назначения 1000 м²,"Советский р-н, ул. Войсковая",,None,Собственник
264,5,210848883,https://www.moyareklama.by/single/ad/210848883,Помещение свободного назначения 165 м²,"Центральный р-н, ул. Советская, д. 144 (Троицкий Храм, Советская Кирова)","10 р./мес. 0,06  р./м²/мес.",None,Собственник
265,6,210848414,https://www.moyareklama.by/single/ad/210848414,"Комплекс под производство 3033,6 м²","Гомельская обл., Петриковский р-н, г. Петриков, ст. Муляровка","5 690 824,44  р. 1 875,93  р./м²",None,Собственник
266,7,210724781,https://www.moyareklama.by/single/ad/210724781,Павильон под магазин 15 м²,"Железнодорожный р-н, ул. Юбилейная, д. 8",,None,Собственник
267,8,210845311,https://www.moyareklama.by/single/ad/210845311,"Помещение для торговли 32,7 м²","Центральный р-н, ул. Мазурова, д. 22а","700 р./мес. 21,41  р./м²/мес.",None,Собственник
268,9,210843835,https://www.moyareklama.by/single/ad/210843835,Помещение под общепит 149 м²,"Центральный р-н, ул. Олимпийская, д. 21","2 261 р./мес. 15,17  р./м²/мес.",/single_spec.php?id=209876601,"Агентство ОДО ""Юриэлт"""
269,10,210843797,https://www.moyareklama.by/single/ad/210843797,Павильон для торговли 15 м²,"Советский р-н, пр-т Речицкий",15 000  р. 1 000  р./м²,None,Собственник
270,11,210841401,https://www.moyareklama.by/single/ad/210841401,Помещение под общепит от 163 до 163 м²,"Гомельский район, пос. Калинино","от 217 449  р. 1 334,04  р./м²",/single_spec.php?id=200893805,Агентство ОДО Недвижимость Линия Закона
271,12,210841089,https://www.moyareklama.by/single/ad/210841089,"Помещение 1219,1 м²","Новобелицкий р-н, ул. Добрушская, д. 12",,None,Собственник
272,13,210840631,https://www.moyareklama.by/single/ad/210840631,Помещение 36 м²,"Центральный р-н, ул. Кирова, д. 59","1 100 р./мес. 30,56  р./м²/мес.",None,Собственник
273,14,210839895,https://www.moyareklama.by/single/ad/210839895,"Помещение под общепит 1341,4 м²","Центральный район, ул. Кожара","3,62 р./мес. 0  р./м²/мес.",/single_spec.php?id=200893805,Агентство Одо Недвижимость Линия Закона
274,15,210839687,https://www.moyareklama.by/single/ad/210839687,Здание свободного назначения 3025 м²,"Железнодорожный р-н, ул. Юбилейная, д. 9","3 373 500  р. 1 115,21  р./м²",None,"Агентство ООО Агентство недвижимости ""Эксперт"""
275,16,210839412,https://www.moyareklama.by/single/ad/210839412,Автомобильная стоянка сооружение специализированное 3109 м²,"Советский р-н, ул. Давыдовская, д. 22Б","36 500  р. 11,74  р./м²",/single_spec.php?id=207501945,"Агентство ""Гид по недвижимости"""
276,17,210839132,https://www.moyareklama.by/single/ad/210839132,Помещение под магазин 64 м²,"Чечерский р-н, г. Чечерск, ул. Урицкого","29 200  р. 456,25  р./м²",/single_spec.php?id=209876601,"Агентство ОДО ""Юриэлт"""
277,18,210839100,https://www.moyareklama.by/single/ad/210839100,Здание 240 м²,"Советский р-н, ул. Бочкина, д. 99а","175 000  р. 729,17  р./м²",None,Собственник
278,19,210839099,https://www.moyareklama.by/single/ad/210839099,Помещение под офис и склад от 11 до 40 м²,"Советский р-н, ул. Бочкина, д. 99а",,None,Собственник
279,20,210838149,https://www.moyareklama.by/single/ad/210838149,Здание под магазин 267 м²,"Железнодорожный р-н, ул. Советская, д. 169а","880 р./мес. 3,30  р./м²/мес.",/single_spec.php?id=209876601,"Агентство ОДО ""Юриэлт"""
280,1,210837305,https://www.moyareklama.by/single/ad/210837305,"Помещение 22,8 м²","Советский р-н, пр-т Речицкий, д. 131а (Гипермаркет ГИППО)","230 р./мес. 10,09  р./м²/мес.",None,Собственник
281,2,210834358,https://www.moyareklama.by/single/ad/210834358,Павильон 23 м²,"Новобелицкий р-н, ул. Полякова",,None,Собственник
282,3,210834066,https://www.moyareklama.by/single/ad/210834066,"Помещение 86,8 м²","Центральный р-н, ул. Карповича, д. 5","307 200  р. 3 539,17  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер"""
283,4,210833234,https://www.moyareklama.by/single/ad/210833234,Здание под магазин 458 м²,"Железнодорожный р-н, ул. Шоссейная, д. 41В",,/single_spec.php?id=210280869,"Агентство ООО ""Ваше агентство недвижимости"""
284,5,210832976,https://www.moyareklama.by/single/ad/210832976,Павильон для торговли 12 м²,"Советский р-н, пр-т Речицкий, д. 40",,None,Собственник
285,6,210832436,https://www.moyareklama.by/single/ad/210832436,"Помещение под офис от 20 до 93,5 м²","Железнодорожный р-н, пр-т Победы, д. 12А (""пр-т Победы"")","от 267,38 р./мес. 13,37  р./м²/мес.",/single_spec.php?id=207501945,"Агентство ООО ""Гид по недвижимости"""
286,7,210826945,https://www.moyareklama.by/single/ad/210826945,Помещение свободного назначения от 14 до 442 м²,"Советский р-н, г. Гомель, ул. Базовая, д. 13 (Завод Центролит)",,None,Собственник
287,8,210830106,https://www.moyareklama.by/single/ad/210830106,Помещение свободного назначения 60 м²,"Железнодорожный р-н, ул. Текстильная, д. 3","700 р./мес. 11,67  р./м²/мес.",None,Собственник
288,9,210830102,https://www.moyareklama.by/single/ad/210830102,Помещение под автосервис 80 м²,"Железнодорожный р-н, ул. Текстильная, д. 3",800 р./мес. 10  р./м²/мес.,None,Собственник
289,10,210830050,https://www.moyareklama.by/single/ad/210830050,Комплекс свободного назначения 2374 м²,"Железнодорожный р-н, ул. Проселочная",,/single_spec.php?id=200856033,"Агентство ООО ""Лига права недвижимость"""
290,11,210829792,https://www.moyareklama.by/single/ad/210829792,База 735 м²,"Гомельский, д. Уза (ост.Медгородок, 1км. от Гомеля)","320 000  р. 435,37  р./м²",None,Собственник
291,12,210827954,https://www.moyareklama.by/single/ad/210827954,Помещение под автосервис 400 м²,"Гомельский р-н, д. Залипье, ул. Промышленная, д. 4",,None,Собственник
292,13,210819207,https://www.moyareklama.by/single/ad/210819207,Конференц-зал до 248 мест 407 м²,"Железнодорожный р-н, г. Гомель, ул. Федюнинского, д. 17 (Бизнес-центр Гомель-Ратон)",,None,Собственник
293,14,210819230,https://www.moyareklama.by/single/ad/210819230,Помещение под общепит от 123 до 164 м²,"Железнодорожный р-н, г. Гомель, ул. Федюнинского, д. 17 (Бизнес-центр Гомель-Ратон)",,None,Собственник
294,15,210819212,https://www.moyareklama.by/single/ad/210819212,Помещение под офис от 14 до 70 м²,"Железнодорожный р-н, г. Гомель, ул. Федюнинского, д. 17 (Бизнес-центр Гомель-Ратон)",,None,Собственник
295,16,210823531,https://www.moyareklama.by/single/ad/210823531,"Помещение свободного назначения 206,1 м²","Новобелицкий район, ул. Севастопольский 2-й","33 825,40  р. 164,12  р./м²",/single_spec.php?id=200893805,Агентство ОДО Недвижимость Линия Закона
296,17,210823288,https://www.moyareklama.by/single/ad/210823288,Помещение под офис от 20 до 35 м²,"Центральный р-н, г. Гомель, ул. Тельмана, д. 44 (Центр города, новый универмаг)",,None,Собственник
297,18,210823214,https://www.moyareklama.by/single/ad/210823214,Здание под производство 459 м²,"Мозырский р-н, с. Михалковский, ул. Михалки","306 000  р. 666,67  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер"""
298,19,210550745,https://www.moyareklama.by/single/ad/210550745,Павильон свободного назначения 50 м²,"Центральный р-н, ул. Головацкого (конечная Мельников луг (школа №59))",,None,Собственник
299,20,210818374,https://www.moyareklama.by/single/ad/210818374,Здание под автосервис 311 м²,"Гомельский р-н, пос. Еремино, ул. Центральная","562 782  р. 1 809,59  р./м²",None,Агентство
300,1,210818320,https://www.moyareklama.by/single/ad/210818320,"Помещение под офис 71,9 м²","Центральный р-н, ул. Советская","115 115  р. 1 601,04  р./м²",None,Агентство
301,2,210815358,https://www.moyareklama.by/single/ad/210815358,"Помещение под офис от 45,9 до 133 м²","Советский р-н, ул. Никольская, д. 7","от 48 315,79  р. 1 052,63  р./м²",/single_spec.php?id=207501945,"Агентство ООО ""Гид по недвижимости"""
302,3,210811613,https://www.moyareklama.by/single/ad/210811613,Павильон 18 м²,"Железнодорожный р-н, ул. Б.Царикова, д. 1",,None,Собственник
303,4,210810315,https://www.moyareklama.by/single/ad/210810315,Павильон 15 м²,"Центральный р-н, ул. Моисеенко, д. 22а (ЗиП)","100 р./мес. 6,67  р./м²/мес.",None,Собственник
304,5,210809678,https://www.moyareklama.by/single/ad/210809678,Помещение под склад от 20 до 630 м²,"Центральный р-н, ул. Шилова, д. 16",от 20 р./мес. 1  р./м²/мес.,None,Собственник
305,6,210809677,https://www.moyareklama.by/single/ad/210809677,"Здание под склад 631,8 м²","Железнодорожный р-н, ул. Шилова, д. 16/9","60 000  р. 94,97  р./м²",None,Собственник
306,7,210809679,https://www.moyareklama.by/single/ad/210809679,Помещение 388 м²,"Советский р-н, ул. Сосновая, д. 22-90",562 600  р. 1 450  р./м²,None,Собственник
307,8,210808795,https://www.moyareklama.by/single/ad/210808795,"Здание (состоит из одного помещения) 8,9 м²","Железнодорожный р-н, г. Гомель, ул. Ефремова, д. 63Б","330 р./мес. 37,08  р./м²/мес.",None,Собственник
308,9,210809322,https://www.moyareklama.by/single/ad/210809322,"База под гостиницу 52,4 м²","Ветковский р-н, д. Юрковичи, ул. Кошлякова","81 696  р. 1 559,08  р./м²",/single_spec.php?id=209876601,"Агентство ОДО ""Юриэлт"""
309,10,210809276,https://www.moyareklama.by/single/ad/210809276,"Помещение свободного назначения от 399,5 до 1052,1 м²","Буда-Кошелевский район, г. Буда-Кошелево, ул. Техническая","от 82 569,03  р. 206,68  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона"""
310,11,210803867,https://www.moyareklama.by/single/ad/210803867,Павильон 15 м²,"Центральный р-н, ул. Моисеенко, д. 22а (ЗИП)",7 800  р. 520  р./м²,None,Собственник
311,12,210802982,https://www.moyareklama.by/single/ad/210802982,Здание под магазин 267 м²,"Железнодорожный р-н, ул. Советская, д. 169а","186 750  р. 699,44  р./м²",/single_spec.php?id=209876601,"Агентство ОДО ""Юриэлт"""
312,13,210784383,https://www.moyareklama.by/single/ad/210784383,Павильон под магазин 80 м²,"Ветковский р-н, аг. Присно, ул. 70 лет Октября",,/single_spec.php?id=210652159,"Агентство ООО ""Центр недвижимости ""Пакодан Регион"""
313,14,210801554,https://www.moyareklama.by/single/ad/210801554,"Помещение 62,8 м²","Железнодорожный р-н, ул. Федюнинского","219 586,48  р. 3 496,60  р./м²",None,"Агентство Государственное предприятие ""УКС г.Гомеля"""
314,15,210800803,https://www.moyareklama.by/single/ad/210800803,"Помещение под офис 43,4 м²","Центральный р-н, ул. Ирининская, д. 7","131 000  р. 3 017,04  р./м²",/single_spec.php?id=200856033,"Агентство ООО ""Лига права - Недвижимость"""
315,16,210794351,https://www.moyareklama.by/single/ad/210794351,Помещение свободного назначения 63 м²,"Железнодорожный р-н, пр-т Космонавтов, д. 64 (Стадион Гомсельмаш)",,/single_spec.php?id=207501945,"Агентство ООО ""Гид по недвижимости"""
316,17,210791875,https://www.moyareklama.by/single/ad/210791875,Помещение свободного назначения 294 м²,"Железнодорожный р-н, пер. 1-й Крупской","6 192 р./мес. 21,06  р./м²/мес.",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер"""
317,18,210791745,https://www.moyareklama.by/single/ad/210791745,Помещение свободного назначения 294 м²,"Железнодорожный р-н, пер. 1-й Крупской","417 960  р. 1 421,63  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер"""
318,19,210790343,https://www.moyareklama.by/single/ad/210790343,"Помещение для торговли 142,8 м²","Железнодорожный р-н, пр-т Космонавтов, д. 94-161","215 000  р. 1 505,60  р./м²",None,Собственник
319,20,210135498,https://www.moyareklama.by/single/ad/210135498,"Помещение под офис 37,3 м²","Советский р-н, пр-т Речицкий, д. 131а (""Гиппо"")","290 р./мес. 7,77  р./м²/мес.",None,Собственник
320,1,210788386,https://www.moyareklama.by/single/ad/210788386,Помещение административное 191 м²,"г. Мозырь, ул. Крупской, д. 12 (м-н ""Керамин"")","101 600  р. 531,94  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер"""
321,2,210757512,https://www.moyareklama.by/single/ad/210757512,Помещение 85 м²,"Советский р-н, ул. Владимирова, д. 12 г",,None,Собственник
322,3,209935726,https://www.moyareklama.by/single/ad/209935726,Помещение под офис от 10 до 100 м²,"Центральный р-н, ул. Ландышева, д. 59 (""Университет им.Ф.Скорины"")",,None,Собственник
323,4,210781855,https://www.moyareklama.by/single/ad/210781855,"Помещение под офис от 635,3 до 635,3 м²","Центральный район, ул. Крестьянская","от 560 535,20  р. 882,32  р./м²",/single_spec.php?id=200893805,Агентство Одо Недвижимость Линия Закона
324,5,210778631,https://www.moyareklama.by/single/ad/210778631,Помещение для торговли 360 м²,"Железнодорожный р-н, ул. Карповича, д. 45",,None,Собственник
325,6,210777334,https://www.moyareklama.by/single/ad/210777334,"Помещение под магазин от 52,4 до 52,4 м²","Центральный район, ул. Комиссарова","от 96 644  р. 1 844,35  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона"""
326,7,210710534,https://www.moyareklama.by/single/ad/210710534,Павильон для торговли 18 м²,"Железнодорожный р-н, ул. Сухого","6 600  р. 366,67  р./м²",None,Собственник
327,8,210726017,https://www.moyareklama.by/single/ad/210726017,Павильон под магазин 17 м²,"Железнодорожный р-н, ул. Международная, д. 30",,None,Собственник
328,9,210726015,https://www.moyareklama.by/single/ad/210726015,"Павильон под магазин 18,2 м²","Железнодорожный р-н, ул. Юбилейная, д. 8А (рынок Юбилейный)",,None,Собственник
329,10,210726019,https://www.moyareklama.by/single/ad/210726019,Павильон под магазин 8 м²,"Советский р-н, пр-т Речицкий (Рынок ""Давыдовский"")",,None,Собственник
330,11,210739456,https://www.moyareklama.by/single/ad/210739456,"Павильон для торговли 273,5 м²","Добрушский р-н, аг. Перерост, пер. Калинина, д. 2а","21 000  р. 76,78  р./м²",None,Собственник
331,12,210541625,https://www.moyareklama.by/single/ad/210541625,Павильон 4 м²,"Железнодорожный р-н, ул. Советская",,None,Собственник
332,13,210684699,https://www.moyareklama.by/single/ad/210684699,Павильон 6 м²,"Советский р-н, пр-т Речицкий, д. 40/1 (р-к Давыдовский)",,None,Собственник
333,14,210684700,https://www.moyareklama.by/single/ad/210684700,Павильон 6 м²,"Советский р-н, пр-т Речицкий, д. 40/1 (р-к Давыдовский)",,None,Собственник
334,15,210678705,https://www.moyareklama.by/single/ad/210678705,Павильон для торговли 9 м²,"Железнодорожный р-н, ул. Героев Подпольщиков, д. 18",,None,Собственник
335,16,210700890,https://www.moyareklama.by/single/ad/210700890,"Павильон 3,6 м²","Железнодорожный р-н, ул. Шевченко, д. 9",,None,Собственник
336,17,210769192,https://www.moyareklama.by/single/ad/210769192,Помещение 4 м²,"Железнодорожный р-н, ул. Ефремова, д. 63а","133 р./мес. 33,25  р./м²/мес.",None,Собственник
337,18,210659773,https://www.moyareklama.by/single/ad/210659773,Павильон 11 м²,"Железнодорожный р-н, ул. Бориса Царикова, д. 1",,None,Собственник
338,19,210745635,https://www.moyareklama.by/single/ad/210745635,Павильон 7 м²,"Советский р-н, пр-т Речицкий","6 288  р. 898,29  р./м²",None,Собственник
339,20,210535713,https://www.moyareklama.by/single/ad/210535713,Павильон для торговли 4 м²,"Советский р-н, пр-т Речицкий (Давыдовский рынок)",4 500  р. 1 125  р./м²,None,Собственник
340,1,209640596,https://www.moyareklama.by/single/ad/209640596,Здание свободного назначения от 10 до 1400 м²,"Центральный р-н, ул. Ландышева, д. 59",,None,Собственник
341,2,210726779,https://www.moyareklama.by/single/ad/210726779,"Здание под автосервис от 131,1 до 131,1 м²","Речицкий район, г. Речица, ул. Нефтяников","от 289 932  р. 2 211,53  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона"""
342,3,210719553,https://www.moyareklama.by/single/ad/210719553,Здание под производство от 111 до 354 м²,"Новобелицкий район, пер. Севастопольский","от 3,03 р./мес. 0,03  р./м²/мес.",/single_spec.php?id=200893805,Агентство Одо Недвижимость Линия Закона
343,4,210687805,https://www.moyareklama.by/single/ad/210687805,"Помещение для торговли от 49,6 до 49,6 м²","Центральный район, ул. Ирининская","от 265 771  р. 5 358,29  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона"""
344,5,210687803,https://www.moyareklama.by/single/ad/210687803,Помещение под офис от 502 до 502 м²,"Железнодорожный район, ул. Чапаева","от 930 198,50  р. 1 852,99  р./м²",/single_spec.php?id=200893805,Агентство ОДО Недвижимость Линия Закона
345,6,210687802,https://www.moyareklama.by/single/ad/210687802,"Помещение под офис от 407,2 до 407,2 м²","Центральный район, ул. Речицкая","от 918 118  р. 2 254,71  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона"""
346,7,210595711,https://www.moyareklama.by/single/ad/210595711,Помещение под офис 943 м²,"Мозырский район, пос. Сосновый","241 610  р. 256,21  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона"""
347,8,210588910,https://www.moyareklama.by/single/ad/210588910,"Помещение под производство 1107,1 м²","Советский район, ул. Борисенко","471 139,50  р. 425,56  р./м²",/single_spec.php?id=200893805,Агентство ОДО Недвижимость Линия Закона
348,9,210580478,https://www.moyareklama.by/single/ad/210580478,"Помещение свободного назначения 28,3 м²","Советский район, пр-т Речицкий","48 322  р. 1 707,49  р./м²",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона"""
349,10,210552287,https://www.moyareklama.by/single/ad/210552287,"База под производство от 692,6 до 692,6 м²","Новобелицкий район, ул. Добрушская","от 120 805  р. 174,42  р./м²",/single_spec.php?id=200893805,Агентство Одо Недвижимость Линия Закона
350,11,210486118,https://www.moyareklama.by/single/ad/210486118,"Здание под склад 8247,3 м²","Речицкий район, г. Речица, ул. Молодежная","4,83 р./мес. 0  р./м²/мес.",/single_spec.php?id=200893805,Агентство Одо Недвижимость Линия Закона
351,12,210409429,https://www.moyareklama.by/single/ad/210409429,"Здание свободного назначения от 10,3 до 3143,5 м²","Железнодорожный район, ул. Могилевская","от 0,01 р./мес. 0  р./м²/мес.",/single_spec.php?id=200893805,"Агентство ОДО ""Недвижимость Линия Закона"""
352,13,210325221,https://www.moyareklama.by/single/ad/210325221,Помещение под склад от 983 до 983 м²,"Новобелицкий район, ул. Герцена","от 253 690,50  р. 258,08  р./м²",/single_spec.php?id=200893805,Агентство Одо Недвижимость Линия Закона
353,14,210283284,https://www.moyareklama.by/single/ad/210283284,"Помещение под общепит от 76,7 до 76,7 м²","Центральный район, ул. Советская","от 434 898  р. 5 670,12  р./м²",/single_spec.php?id=200893805,"Агентство Одо ""Недвижимость Линия Закона"""
354,15,210663810,https://www.moyareklama.by/single/ad/210663810,Помещение под гостиницу 28 м²,"Петриковский р-н, г. Петриков, ул. Комсомольская, д. 27",,/single_spec.php?id=209876601,"Агентство ОДО ""Юриэлт"""
355,16,210663823,https://www.moyareklama.by/single/ad/210663823,"Здание под гостиницу 36,4 м²","Петриковский р-н, г. Петриков, ул. Ленинская, д. 76","132 300  р. 3 634,62  р./м²",/single_spec.php?id=209876601,"Агентство ОДО ""Юриэлт"""
356,17,210663832,https://www.moyareklama.by/single/ad/210663832,"Здание под гостиницу 106,6 м²","Петриковский р-н, г. Петриков, ул. Муляровская, д. 30","205 800  р. 1 930,58  р./м²",/single_spec.php?id=209876601,"Агентство ОДО ""Юриэлт"""
357,18,210663753,https://www.moyareklama.by/single/ad/210663753,"Помещение под гостиницу 42,8 м²","г. Петриков, ул. Бумажкова, д. 28-2",,/single_spec.php?id=209876601,"Агентство ОДО ""Юриэлт"""
358,19,210663801,https://www.moyareklama.by/single/ad/210663801,Помещение под гостиницу 160 м²,"Петриковский р-н, г. Петриков, ул. Комсомольская, д. 9","1 277 500  р. 7 984,38  р./м²",/single_spec.php?id=209876601,"Агентство ОДО ""Юриэлт"""
359,20,210437471,https://www.moyareklama.by/single/ad/210437471,"Помещение 173,3 м²","Центральный р-н, ул. Мазурова, д. 117В","421 618  р. 2 432,88  р./м²",/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер"""
360,1,210663784,https://www.moyareklama.by/single/ad/210663784,"Здание под гостиницу 60,8 м²","Петриковский р-н, г. Петриков, ул. Деда Талаша, д. 38",,/single_spec.php?id=209876601,"Агентство ОДО ""Юриэлт"""
361,2,210727905,https://www.moyareklama.by/single/ad/210727905,"Помещение свободного назначения 44,3 м²","Центральный р-н, ул. Интернациональная, д. 11 (ост. ""Коминтерн"")",,/single_spec.php?id=210280869,"Агентство ООО ""Ваше агентство недвижимости"""
362,3,210689293,https://www.moyareklama.by/single/ad/210689293,"Помещение под офис 1253,2 м²","Центральный р-н, ул. Жарковского, д. 26",,/single_spec.php?id=210280869,"Агентство ООО ""Ваше агентство недвижимости"""
363,4,210640618,https://www.moyareklama.by/single/ad/210640618,Здание 265 м²,"Центральный р-н, ул. Пролетарская, д. 17",,/single_spec.php?id=209876601,"Агентство ОДО ""Юриэлт"""
364,5,210665506,https://www.moyareklama.by/single/ad/210665506,Здание под гостиницу от 16 до 470 м²,"Центральный р-н, ул. Кирова, д. 3",,/single_spec.php?id=208314513,"Агентство ""Капитал Недвижимости"""
365,6,210699366,https://www.moyareklama.by/single/ad/210699366,"Помещение под автосервис 249,6 м²","Советский р-н, ул. Лазурная, д. 32",,/single_spec.php?id=209876601,"Агентство ОДО ""Юриэлт"""
366,7,210646573,https://www.moyareklama.by/single/ad/210646573,"Киоск под магазин 10,2 м²","Железнодорожный р-н, ул. Каменщикова, д. 3","13 230  р. 1 297,06  р./м²",/single_spec.php?id=209876601,"Агентство ОДО ""Юриэлт"""
367,8,210479699,https://www.moyareklama.by/single/ad/210479699,Помещение торговое 18 м²,"Советский р-н, ул. Б.Хмельницкого, д. 59 («Бакунинский рынок»)",270 р./мес. 15  р./м²/мес.,None,Собственник
368,9,210503710,https://www.moyareklama.by/single/ad/210503710,Помещение офисное 35 м²,"Новобелицкий р-н, ул. Транзитная 1-ая, д. 20а","285 р./мес. 8,14  р./м²/мес.",None,Собственник
369,10,210479696,https://www.moyareklama.by/single/ad/210479696,"СТО легковых автомобилей легковых автомобилей 67,5 м²","Советский р-н, ул. Бакунина","960,57 р./мес. 14,23  р./м²/мес.",None,Собственник
370,11,210479693,https://www.moyareklama.by/single/ad/210479693,Помещение торговое 150 м²,"Центральный р-н, пр-т Ленина, д. 16",4 200 р./мес. 28  р./м²/мес.,None,Собственник
371,12,210671877,https://www.moyareklama.by/single/ad/210671877,"Помещение под офис 16,9 м²","Железнодорожный р-н, ул. Ефремова, д. 63а","304,20 р./мес. 18  р./м²/мес.",None,Собственник
372,13,210710914,https://www.moyareklama.by/single/ad/210710914,"Помещение для торговли 91,2 м²","Советский р-н, ул. Денисенко, д. 4-4","230 000  р. 2 521,93  р./м²",None,Собственник
373,14,210715792,https://www.moyareklama.by/single/ad/210715792,"Помещение для торговли 69,6 м²","Советский р-н, ул. Пенязькова, д. 59-1а","240 000  р. 3 448,28  р./м²",None,Собственник
374,15,210541470,https://www.moyareklama.by/single/ad/210541470,"Киоск для торговли 6,5 м²","Советский р-н, пр-т Октября, д. 63 (Областная больница)","160 р./мес. 24,62  р./м²/мес.",None,Собственник
375,16,210535020,https://www.moyareklama.by/single/ad/210535020,Действующая автостоянка 1 м²,"Железнодорожный р-н, ул. 2-я Гомсельмашевская (""Стадион"")",130 000  р. 130 000  р./м²,/single_spec.php?id=208314513,"Агентство ""Капитал недвижимости"""
376,17,210752908,https://www.moyareklama.by/single/ad/210752908,"Помещение 86,8 м²","Центральный р-н, ул. Карповича, д. 5",,/single_spec.php?id=209978187,"Агентство ООО ""Твой риэлтер"""
377,18,210752672,https://www.moyareklama.by/single/ad/210752672,"Комплекс Банно-оздоровительный комплекс 439,9 м²","Советский р-н, пер. 2-й Островского, д. 1","664 200  р. 1 509,89  р./м²",/single_spec.php?id=207501945,"Агентство ООО ""Гид по недвижимости"", УНП 491323159"
